OBJECTID,zipcode,SQMI,x,y,Pct_EV,Cport_den,Sex_ratio,Pct_30_60,Pct_60,Pct_white,Pct_white_fixed,Pct_bachelor,Med_incm_family,Ln_pop_den,Pking_den,Num_veh_hd,Num_wk_hd,Road_den,EVCS_den,CS_cnt_22,CS_pt_22,FS_cnt,FuelVeh_Cnt,num_EV22_12,Pking_sum,len_cnt,len_mile,num_bachelor,Pop_22
30,60045,21.847284,-87.87077637,42.2385324,22.72496187,0.36617824,94.6,32.6,29.5,85.61,85.61,56.25029538,238505,6.875744,0.594166,1.9935,1.1212,7.367272,0.183089,4,8,6,1520,447,0.12980924,997,156.313264,11902,21159
31,60046,26.326375,-88.06051641,42.41408548,4.99238965,0.113954162,101.9,42.1,19,80.26,80.26,28.51896482,135279,7.188352,0.283256,2.0778,1.4368,7.760249,0.075969,2,3,2,3121,164,0.0745711,1076,182.583753,9940,34854
32,60047,35.699996,-88.04639684,42.20231645,17.76315789,0.11204483,100.9,42.6,22,81.03,81.03,46.11657143,190148,7.111096,1.009177,2.2204,1.4825,9.049733,0.056022,2,4,9,3000,648,0.36027629,1914,313.594251,20176,43750
33,60048,29.632464,-87.94724471,42.29400196,14.36305732,0.877416066,95.1,39.7,24,85.02,85.02,49.1749287,206993,6.901647,1.074862,1.9656,1.2222,6.912358,0.438708,13,26,8,2689,451,0.31850859,1076,188.435479,14483,29452
34,60050,26.14527,-88.2936226,42.33129144,2.685157864,0.19123918,97,42.5,24.2,88.54,88.54,20.42111879,111237,7.104182,1.039387,1.935,1.2703,6.860003,0.191239,5,5,7,3298,91,0.27175081,863,165.252698,6498,31820
35,60051,36.708621,-88.22757486,42.35370905,3.232012312,0.163449343,113.6,42.3,22.6,90.54,90.54,24.81566234,119632,6.465906,0.442065,2.1721,1.2734,5.575542,0.081725,3,6,3,2515,84,0.162276,1036,183.172038,5856,23598
36,60053,5.039841,-87.78888816,42.04237233,15.53333333,0.793675832,98,41.3,28.7,56.57,56.57,38.39421919,125305,8.50565,1.154211,1.8971,1.2939,19.089013,0.396838,2,4,6,1267,233,0.05816993,675,81.596526,9564,24910
37,60056,11.403199,-87.9316531,42.06684424,7.358436332,1.052336279,99.7,40.9,25.1,67.85,67.85,35.48039752,123789,8.510771,1.44023,1.739,1.2832,17.81476,0.438473,5,12,6,3223,256,0.16423232,1416,182.103446,20100,56651
38,60060,22.889346,-88.0380871,42.26630266,7.60346487,0.131065344,102.3,41,23.4,65.5,65.5,31.72281921,119327,7.391536,0.903654,1.9757,1.3966,8.393026,0.087377,2,3,11,2880,237,0.20684009,955,167.018645,11779,37131
39,60061,8.15117,-87.96227236,42.23356999,21.46226415,1.104135971,98.9,42,22.2,63.56,63.56,46.82631693,137068,8.127482,7.259499,1.7363,1.2827,12.552774,0.613409,5,9,4,1332,364,0.59173632,922,87.123101,12925,27602
40,60062,19.809708,-87.84518665,42.12707292,23.2203835,1.766810495,91.7,37.4,33.2,73.85,73.85,53.50680888,185197,7.659348,1.265396,1.8376,1.1654,11.852974,0.757204,15,35,5,2923,884,0.2506711,1847,220.61828,22475,42004
41,60064,5.264477,-87.8628214,42.32249921,0.745712155,0.189952392,110.3,31.1,16.4,23.73,23.73,11.97009103,62232,7.979841,1.503588,1.5263,1.1781,13.49088,0.189952,1,1,1,1331,10,0.07915638,327,56.410422,1841,15380
42,60067,13.459955,-88.06564273,42.10823149,16.78883072,1.040122348,92.6,40.5,26.7,71.62,71.62,44.55706097,152687,7.955573,1.323947,1.871,1.3358,14.889875,0.371472,5,14,2,2384,481,0.17820324,1324,180.627967,17101,38380
43,60068,7.292982,-87.84411721,42.01205273,15.28991263,0.274236245,99.3,39.4,28.4,85.18,85.18,46.93633682,172432,8.592881,1.82305,1.7761,1.2496,19.803152,0.137118,1,2,7,2133,385,0.13295503,825,124.450467,18461,39332
44,60069,6.260795,-87.92492409,42.19315578,25.73248408,0.958344747,97.4,34.5,34.2,75.88,75.88,56.31248547,193409,7.225443,1.67745,1.7254,1.1001,13.209627,0.479172,3,6,2,583,202,0.1050218,538,62.000663,4844,8602
45,60070,3.701119,-87.92723608,42.10346265,6.448412698,0,102,42.5,24.2,67.93,67.93,28.01984607,96760,8.354117,0.14643,1.7295,1.2543,15.061865,0,0,0,1,943,65,0.00541952,471,49.157431,4405,15721
46,60071,23.904404,-88.31071854,42.46443955,3.904555315,0.083666591,109.7,31.9,35.6,92.23,92.23,21.9400711,116406,5.104366,0.102714,1.8517,1.0583,3.266384,0.041833,1,2,0,443,18,0.02455327,178,59.105642,864,3938
47,60072,8.554997,-88.30655197,42.41276577,5.303030303,0,94.1,38.1,29,93.53,93.53,28.67570386,160893,4.719376,0.167989,2.5486,1.2714,2.550056,0,0,0,0,125,7,0.01437149,38,14.517494,275,959
48,60073,18.676502,-88.10993721,42.35014616,3.719954216,0,106.8,41.4,12.4,58.91,58.91,17.04016368,96363,8.108768,1.044943,2.1293,1.5522,11.691528,0,0,0,12,5047,195,0.19515884,1199,200.091801,10577,62071
49,60074,8.716544,-88.03390742,42.13407802,6.44361834,0.229448736,98.3,40.5,20.6,58.37,58.37,28.5986782,93958,8.359432,1.748421,1.7076,1.3674,13.795838,0.114724,1,2,5,2265,156,0.15240111,819,108.542305,10645,37222
50,60076,5.376579,-87.73049342,42.03544993,12.04437401,0,95.7,38.3,27.4,52.62,52.62,37.4886946,120015,8.727349,2.354211,1.7675,1.3067,20.202977,0,0,0,6,1665,228,0.1265765,726,96.912731,12435,33170
51,60077,4.327367,-87.75873349,42.03693268,12.10061183,10.63002052,102.2,37.8,26.6,49.37,49.37,34.21752472,98941,8.821407,5.36172,1.5594,1.1507,21.66246,2.541961,11,46,4,1293,178,0.23202307,675,70.541235,10036,29330
52,60081,20.658642,-88.21963176,42.45134666,3.525365434,0,130.3,40.7,23.2,90.28,90.28,25.32086143,127021,6.098173,0.128187,2.3509,1.3423,5.811141,0,0,0,1,1122,41,0.02648169,442,101.711399,2328,9194
53,60083,26.808843,-87.9479647,42.43743358,8.775731311,0,98.9,37.8,26.8,56.95,56.95,27.36364574,121181,5.891046,0.023703,2.0208,1.3203,4.180119,0,0,0,4,842,81,0.00635436,302,79.844805,2654,9699
54,60084,15.719336,-88.14240835,42.26869089,4.976303318,0.127231837,103,40.2,21,79.06,79.06,27.21807988,122321,7.003628,0.579474,1.9845,1.3715,6.231043,0.063616,1,2,4,1604,84,0.09108928,673,98.380365,4709,17301
55,60085,14.224457,-87.86235208,42.35691526,1.279130892,0.562411627,102.4,39.2,15.3,33.17,33.17,12.31511929,69614,8.522,1.052446,1.7299,1.2839,12.932906,0.210904,3,8,4,5634,73,0.14970525,1050,166.560646,8801,71465
56,60087,14.030566,-87.859292,42.40439704,2.017167382,0.285091849,91,38.8,18.6,43.05,43.05,12.83120618,79080,7.592092,0.468836,1.8642,1.3095,7.813438,0.071273,1,4,1,2283,47,0.06578053,549,92.878412,3569,27815
57,60088,2.614564,-87.85154705,42.3071349,0.771208226,39.39471361,229.4,13.3,0.9,58.47,58.47,7.706992859,50066,8.595878,2.210895,1.5128,1.1156,19.847662,3.824729,10,103,2,386,3,0.05780607,335,42.525204,1090,14143
58,60089,9.563266,-87.96152855,42.16687734,19.37864078,2.718736465,92.2,42.4,21.5,64.87,64.87,48.01595633,151419,8.407928,1.093381,1.8123,1.3719,17.27251,0.836534,8,26,9,2076,499,0.10456327,1398,149.319163,20583,42867
59,60090,8.407966,-87.92452927,42.12953973,7.507621951,0.951478633,96.2,43.7,23.7,54.3,54.3,31.44014657,91214,8.435784,1.169002,1.7201,1.3282,14.592656,0.475739,4,8,9,2427,197,0.09828965,1198,109.264885,12184,38753
60,60091,5.474733,-87.72878834,42.0772158,30.56478405,0,94.9,38.4,27.1,81.8,81.8,56.18498786,232412,8.525101,1.427247,1.7172,1.1331,16.899476,0,0,0,3,1254,552,0.07813748,572,81.034718,15502,27591
61,60093,8.544344,-87.75841616,42.10363311,29.9734748,1.28740135,95.8,37.1,27,88.12,88.12,54.68626677,250000,7.771726,0.392218,2.0032,1.1552,12.524828,0.702219,6,11,0,1320,565,0.0335123,624,90.786229,11086,20272
62,60096,5.184514,-87.8301259,42.48066188,1.591511936,0,99.4,40.7,31.6,88.55,88.55,21.02178813,116406,7.157448,0.287532,2.0312,1.1688,9.068167,0,0,0,0,742,12,0.01490711,177,39.816587,1399,6655
63,60097,18.553725,-88.36293345,42.3904252,1.547987616,0,109,42.4,20.7,84.06,84.06,14.32785504,92075,6.460678,0.049796,2.1188,1.3049,6.120791,0,0,0,0,1272,20,0.00923906,332,92.247129,1700,11865
64,60098,104.314342,-88.45776082,42.32282736,3.522205207,0.019172819,96.6,38.4,23.1,82.15,82.15,23.81024278,99673,5.760363,0.238596,1.8868,1.2969,3.064157,0.009586,1,2,8,3150,115,0.24888981,892,260.634999,7885,33116
65,60099,22.083755,-87.86549918,42.45953476,0.918836141,0,98,35.1,19.4,47.16,47.16,11.6740158,81111,7.26363,0.382168,1.7897,1.2504,6.727914,0,0,0,8,4529,42,0.08439726,561,130.922801,3680,31523
66,60101,11.568816,-88.01071636,41.93024978,4.425304425,0.259317807,97.6,40.8,23.6,59.99,59.99,18.09011432,96472,8.075079,0.863679,1.9826,1.4064,13.363765,0.086439,1,3,7,3218,149,0.0999173,1002,138.294055,6725,37175
67,60102,16.173375,-88.30699806,42.16116653,6.409295352,0.741960166,103.1,43.3,20.8,83.87,83.87,31.64737642,145441,7.597194,1.105602,2.1139,1.5201,10.097723,0.06183,1,12,7,2497,171,0.17881339,969,148.340037,10199,32227
68,60103,17.733323,-88.20424648,41.97656331,10.30474395,0.338346062,100.7,42.2,22.8,68.27,68.27,34.59224201,139783,7.771098,0.609859,2.0831,1.5076,9.82097,0.056391,1,6,5,2855,328,0.10814815,1063,157.865028,14545,42047
69,60104,2.369763,-87.87627043,41.88273043,0.970873786,0,84.2,38.3,20.9,7.97,7.97,12.49127329,81378,8.969255,0.230764,1.6769,1.2143,21.172462,0,0,0,4,1734,17,0.00546865,334,44.392941,2326,18621
70,60106,9.291952,-87.94203645,41.96066551,3.217299578,0.215240027,102.3,39,21.6,59.46,59.46,16.79051228,86540,7.690261,0.561495,1.8394,1.3738,8.801224,0.21524,2,2,7,1835,61,0.0521741,461,67.732739,3412,20321
71,60107,8.727559,-88.17652575,42.02398182,8.021753909,0,97.7,41.6,20.9,50.1,50.1,20.04816223,108131,8.416304,1.083675,2.0157,1.4616,15.204026,0,0,0,7,2706,236,0.09457884,890,122.074886,7909,39450
72,60108,7.251431,-88.0921581,41.94950272,12.13592233,1.930653412,93.8,37.9,30.6,71.5,71.5,32.21973189,118800,8.089793,2.026508,1.7652,1.2444,14.294587,0.827423,6,14,3,1448,200,0.14695018,779,89.632349,7619,23647
74,60110,9.100143,-88.28542003,42.12283845,3.006576887,0.109888383,97.4,39.6,14,46.18,46.18,14.84904654,92809,8.372799,0.631083,2.1267,1.5909,12.327974,0.109888,1,1,2,3097,96,0.0574292,541,102.512937,5848,39383
78,60118,23.378657,-88.3000636,42.10562457,6.737825217,0.171096227,99.7,40.9,25.5,81.73,81.73,32.98342188,121412,6.504676,0.954853,2.0059,1.3201,5.860965,0.085548,2,4,3,1398,101,0.22323233,681,117.375376,5153,15623
79,60119,49.442318,-88.47311282,41.86373727,5.982142857,0,114.6,38.2,26.9,98.45,98.45,35.17292127,147568,5.393139,0.076597,2.3307,1.4292,3.535715,0,0,0,2,1053,67,0.03787131,497,119.45247,3824,10872
80,60120,19.220986,-88.24056903,42.02846847,2.850982271,0.312158804,108,38.8,15.1,44.6,44.6,13.71839728,81633,7.875487,1.343437,1.9811,1.4241,10.992509,0.208106,4,6,7,4055,119,0.25822212,1142,179.118851,6940,50589
81,60123,14.703242,-88.31220915,42.03977883,2.834606852,1.632293068,100.3,37.1,22.7,50.52,50.52,17.80285443,94676,8.122407,1.502253,1.9117,1.2803,13.882122,0.476085,7,24,10,3942,115,0.22087927,1106,190.610746,8819,49537
82,60124,36.227707,-88.39408664,42.02850826,10.50505051,0,105.7,44.2,21.7,76.29,76.29,34.57719676,150641,6.503126,0.119098,2.2318,1.5107,5.893871,0,0,0,1,1772,208,0.04314634,882,181.425661,8358,24172
83,60126,11.174308,-87.94200681,41.89659021,13.04244724,0.894910002,97.1,38.2,25.4,81.47,81.47,43.3002998,175342,8.366006,1.52366,1.8785,1.2675,16.821409,0.536946,6,10,3,3667,550,0.17025836,1049,176.720591,20798,48032
85,60130,2.478262,-87.81568191,41.8679568,8.052884615,2.421051527,89.9,47.1,24.2,55.66,55.66,44.38404518,113622,8.650972,4.078107,1.3226,1.0618,12.785332,0.403509,1,6,6,765,67,0.10106773,258,25.325357,6287,14165
86,60131,5.458649,-87.88296877,41.93764935,1.180986123,0.915977561,99.4,40.8,17.9,51.65,51.65,13.34757367,87813,8.115157,0.454861,1.9106,1.4386,15.084829,0.183196,1,5,0,3347,40,0.02482906,458,69.259329,2437,18258
87,60133,7.566691,-88.14430315,41.98059586,4.610363117,0,94.7,40.8,16.7,42.55,42.55,18.29563162,91788,8.500899,0.553972,1.9939,1.4965,16.165328,0,0,0,4,2338,113,0.04191737,729,106.060867,6810,37222
88,60134,15.925133,-88.34162604,41.87854257,11.68203777,0.816319713,94,41.6,20.3,88.87,88.87,44.63766242,173697,7.571842,1.697858,1.9922,1.3934,11.217205,0.439557,7,13,3,2011,266,0.27038559,943,160.264239,13810,30938
90,60136,8.147306,-88.38249146,42.1067693,11.23417722,0,98.8,47.6,10.4,66.41,66.41,30.3030303,120114,6.947896,0.106586,2.1407,1.6043,7.694433,0,0,0,1,561,71,0.00868387,198,44.583163,2570,8481
91,60137,11.657866,-88.06195453,41.86500984,11.33960047,1.37246388,100.4,38.6,25.3,80.6,80.6,44.17255103,167287,8.113925,2.278603,1.8326,1.253,14.579589,0.514674,6,16,3,3018,386,0.26563727,956,153.631688,17203,38945
92,60139,5.664557,-88.07772943,41.91969004,4.52079566,0.353072623,101.5,40.1,18,41.24,41.24,20.98247942,86858,8.674901,1.381098,1.9134,1.4808,16.670467,0.353073,2,2,0,2112,100,0.0782337,565,76.581603,6958,33161
93,60140,85.875306,-88.51220259,42.07790892,5.800821355,0,100.2,43.4,18.9,78.87,78.87,27.96542491,114556,5.512956,0.037897,2.0412,1.3678,2.643815,0,0,0,6,1835,113,0.03254433,663,202.425249,5953,21287
94,60141,0.348923,-87.83895624,41.85820311,0,0,324.2,10.3,89.6,46.07,46.07,40,82844,6.687694,18.493964,0.6067,0,23.619627,0,0,0,0,12,0,0.06452544,50,4.771903,112,280
95,60142,41.166904,-88.4467892,42.1777738,7.967770815,0.097165432,91.4,33,37.8,84.53,84.53,30.59866209,112891,6.572781,0.363105,1.7237,0.9175,5.400602,0.024291,1,4,1,2056,178,0.14947916,795,175.856911,9011,29449
96,60143,7.464536,-88.01991968,41.97345323,7.322325915,1.205701198,88.9,44,21,70.75,70.75,35.4572778,128996,7.352469,1.463841,1.9081,1.4545,11.348485,0.535867,4,9,2,1291,102,0.10926843,544,70.667493,4129,11645
99,60148,13.987375,-88.01814326,41.87463387,1.477793583,1.0009026,95.3,39.5,22.9,72.79,72.79,36.06601011,114965,8.232278,1.997167,1.8147,1.2968,15.038872,0.428958,6,14,10,24934,374,0.27935168,1361,195.930716,18970,52598
101,60151,85.470886,-88.56682109,41.91684279,1.473296501,0,104.8,40.3,27.6,94.65,94.65,22.48985801,131528,3.831775,0.020208,2.3538,1.4593,1.677144,0,0,0,0,535,8,0.01727165,180,123.338631,887,3944
102,60152,94.604717,-88.62672551,42.24023226,2.256138023,0,99.5,32.4,25.4,95.6,95.6,18.44422701,122175,4.864716,0.011627,2.0976,1.2358,2.165589,0,0,0,3,1473,34,0.01099966,493,183.230953,2262,12264
103,60153,3.535751,-87.84103277,41.87535621,1.024765158,0,96.1,39.1,19.3,13.61,13.61,11.42185161,76357,8.796924,1.851641,1.6657,1.1118,21.351753,0,0,0,4,2318,24,0.06547034,408,64.612928,2671,23385
104,60154,3.4567,-87.88729261,41.85147409,3.912363067,0.289293257,83.9,36.1,37.8,65.3,65.3,35.27614712,116300,8.48249,1.726236,1.7589,1.1618,19.81724,0.289293,1,1,5,1228,50,0.0596708,394,62.989256,5889,16694
105,60155,1.92365,-87.85635293,41.8570349,2.228047182,0,108.4,35.6,25.6,14.35,14.35,10.50847458,75551,8.328588,2.503137,1.4908,1.0638,20.332961,0,0,0,2,746,17,0.04815034,218,29.700599,837,7965
106,60156,11.139197,-88.34577188,42.19140186,5.704256253,0.179546156,98.3,43.7,14.3,78.61,78.61,25.71655501,127795,7.863132,0.432015,2.0914,1.5207,10.583798,0.089773,1,2,2,2149,130,0.048123,639,98.434643,7447,28958
107,60157,1.804754,-88.0551174,41.97264752,12.16216216,0,97.7,36.1,33.6,92.35,92.35,27.33333333,122188,7.253424,1.002665,2.4784,1.1975,13.47054,0,0,0,0,195,27,0.01809609,109,16.838743,697,2550
108,60160,4.432024,-87.86315073,41.90301279,1.857585139,1.128152736,105.3,39.5,16.5,39.25,39.25,9.127378163,72418,8.64483,2.150784,1.8179,1.3824,17.19259,0.676892,3,5,4,1902,36,0.09532275,495,63.497618,2298,25177
109,60162,3.278133,-87.90244145,41.86739061,2.71270037,0,95.3,37.8,27.2,25.63,25.63,18.64117862,79198,7.826199,2.645586,1.7204,1.2107,17.153886,0,0,0,4,789,22,0.08672496,340,40.671183,1531,8213
110,60163,1.426138,-87.9114224,41.88925327,1.559020045,0,102.9,38.3,23.3,41.25,41.25,16.06296226,82238,8.215385,0.958361,2.0355,1.3293,21.884972,0,0,0,1,442,7,0.01366718,147,23.997916,847,5273
111,60164,4.614067,-87.90033461,41.91789496,1.258894362,0,102.1,40.3,20.2,47.54,47.54,9.559683683,85782,8.44068,0.23033,1.8724,1.3137,17.158317,0,0,0,3,1804,23,0.01062764,481,71.938333,2043,21371
112,60165,0.351834,-87.8804257,41.9032683,1.396648045,0,102.5,41.5,12.7,35.9,35.9,2.737625931,68274,9.470989,0.552658,1.8904,1.5915,38.596708,0,0,0,0,353,5,0.00194425,87,8.61833,125,4566
113,60169,8.930768,-88.12294969,42.05226,8.959227468,1.567614342,97.5,40.7,17.9,50.78,50.78,29.72574462,97288,8.241963,1.762292,1.8257,1.4822,14.603925,0.89578,8,14,4,1697,167,0.15738678,702,114.353412,10080,33910
114,60171,2.237611,-87.83877466,41.92469734,2.193548387,1.787620815,93.2,40.6,18.9,71.97,71.97,16.37865553,76563,8.456765,2.692303,1.7467,1.2334,14.946446,0.89381,2,4,2,758,17,0.06024298,216,24.167189,1725,10532
115,60172,8.040275,-88.09593843,41.97688086,7.475247525,0.994990843,94.2,42.6,23.8,80.38,80.38,28.97235177,123644,8.002012,0.53289,1.9467,1.3308,13.895494,0.248748,2,8,6,1869,151,0.04284595,651,96.838771,6958,24016
116,60173,7.382952,-88.04871358,42.0511912,15.15151515,3.52162658,100.8,48,12.9,40.79,40.79,50.43719343,117489,7.552413,6.607281,1.4871,1.215,13.994412,1.354472,10,26,5,1148,205,0.48781553,841,77.704905,7095,14067
117,60174,14.646157,-88.29885313,41.92742294,7.629929967,0.409663777,97.5,38.2,26.3,82.41,82.41,38.48826261,122103,7.65106,1.137591,1.8961,1.2631,12.96146,0.273109,4,6,5,2506,207,0.16661383,917,163.630198,11854,30799
118,60175,34.647788,-88.39207891,41.94726238,12.05802357,0.057723743,108.9,41.4,21.3,87.41,87.41,37.60835227,184308,6.618963,0.395753,2.3771,1.411,6.964792,0.028862,1,2,3,1940,266,0.13711972,897,209.71183,9762,25957
119,60176,2.662385,-87.86910755,41.95807918,3.389830508,2.629221544,113.4,40.4,20.9,68.67,68.67,18.24137931,92744,8.379538,0.953668,1.788,1.2719,16.345264,1.126809,3,7,10,969,34,0.02539046,260,34.05563,2116,11600
120,60177,9.059004,-88.30921675,41.98964972,6.591143151,0,107.2,46,16.4,68.67,68.67,26.07496553,130577,7.879171,0.284776,2.1065,1.5147,10.883755,0,0,0,4,1814,128,0.02579782,547,91.025988,6240,23931
122,60179,0.586234,-88.23052146,42.0770026,0,0,99.00710224,39.66075583,22.25395088,61.42081292,66.35516403,30.4235477,119391,0,0.188787,1.714762352,1.22709018,2.968197,0,0,0,0,17,0,0.00110667,4,0.82018,8656.403106,28452.97068
123,60180,20.105355,-88.5258191,42.22221497,1.357466063,0,127.3,26.2,18.9,78.44,78.44,17.54793725,133229,4.449675,0.144422,2.1759,1.5362,2.097885,0,0,0,0,218,3,0.02903662,76,26.07092,302,1721
124,60181,6.511479,-87.97606629,41.87668817,6.040515654,3.992948453,97.4,39.5,19.9,70.1,70.1,27.52720111,104091,8.467305,1.521332,1.8834,1.3781,16.888506,0.767875,5,26,3,2551,164,0.09906153,603,95.358595,8526,30973
125,60183,0.057362,-88.40791117,41.93911135,11.11111111,0,0,0,0,0,66.35516403,0,82589,0,0.169826,0,0,226.10568,0,0,0,0,16,2,0.00009748,2,0.388088,0,0
126,60184,7.813089,-88.25670655,41.95223758,16.2055336,0,95.4,42.7,34.2,84.14,84.14,42.88288288,175330,5.649462,0.00513,2.2593,1.3356,5.601812,0,0,0,0,212,41,0.00040084,127,32.119438,952,2220
127,60185,30.75881,-88.21206205,41.8944963,5.113464448,0.097533032,103,41,19.1,58,58,21.91547476,111174,7.009379,0.573542,2.0993,1.436,7.094375,0.032511,1,3,4,3136,169,0.17641449,1017,191.579407,7462,34049
128,60187,6.637118,-88.11274239,41.87248314,8.25426945,0.60267122,99,34.4,23.1,82.73,82.73,41.21265979,145365,8.39123,2.915763,1.8004,1.2727,16.549288,0.301336,2,4,2,1934,174,0.1935221,577,95.304935,12058,29258
129,60188,10.635516,-88.12908801,41.9154267,7.095926413,0.188049174,98.5,39.4,22.6,60.52,60.52,31.77953054,121593,8.286427,3.400626,1.8889,1.423,13.77517,0.094025,1,2,8,2828,216,0.36167353,892,131.437133,13417,42219
130,60189,11.231019,-88.11774087,41.83763509,13.95498392,0.089039116,94.7,36.9,25.4,81.73,81.73,47.7638871,147478,7.924224,1.43506,1.8011,1.2359,10.824998,0.089039,1,1,2,1338,217,0.1611716,864,117.915673,14824,31036
131,60190,4.309415,-88.15675036,41.87100175,12.04545455,0,105.1,39.3,28,83.72,83.72,42.63645726,161042,7.902431,0.685613,2.0589,1.3254,13.289174,0,0,0,2,774,106,0.02954582,310,46.899093,4968,11652
132,60191,5.156905,-87.98030063,41.96304652,5.957108817,0,103.7,37.9,26.7,69.5,69.5,18.40343831,98212,7.920168,0.570162,2.0144,1.4141,13.20931,0,0,0,2,1184,75,0.0294027,448,59.402619,2612,14193
133,60192,7.686758,-88.16680258,42.07580678,21.87793427,0,106.2,42.6,24.9,60.7,60.7,45.76076439,156644,7.673796,3.166456,2.0614,1.4404,12.24198,0,0,0,1,832,233,0.24339914,548,77.366761,7567,16536
134,60193,9.294651,-88.09520767,42.01166671,9.611896989,0,100.8,40.3,25.6,68.46,68.46,30.72925908,106788,8.353376,1.716797,1.8082,1.2446,16.450534,0,0,0,3,2492,265,0.15957116,1100,140.923025,12123,39451
135,60194,3.626465,-88.11178422,42.03379217,11.44975288,0,90.8,43,21.7,53.36,53.36,33.64513588,104796,8.630709,2.124021,1.6163,1.2797,23.843469,0,0,0,1,1075,139,0.07702761,558,63.810254,6834,20312
136,60195,2.389813,-88.09139163,42.06950256,6.418219462,0,91.7,44.9,18.7,32,32,51.97289757,105000,7.649572,1.44133,1.3281,1.1674,14.093925,0,0,0,0,452,31,0.0344449,180,16.913171,2608,5018
137,60196,0.225509,-88.05238778,42.06568272,0.401606426,0,99.03555408,39.65928679,22.24677346,61.30947785,66.35516403,30.42301731,119123,0,10.08886,1.71129246,1.226206426,9.929063,0,0,0,0,248,1,0.02275038,14,1.961818,8685.845926,28550.24483
138,60201,4.513856,-87.69854673,42.05676084,24.94047619,8.418522877,98.2,29,24.9,64.93,64.93,48.34423264,178750,9.164637,2.112187,1.2312,1.0267,21.026835,3.101561,14,38,3,1261,419,0.09534203,578,74.314707,20847,43122
139,60202,3.130048,-87.6896899,42.03044995,19.55922865,3.833807021,89.1,43,22.1,57.4,57.4,48.82484942,123988,9.289178,2.836539,1.2958,1.3159,18.157413,2.236387,7,12,8,1168,284,0.08878367,358,52.615624,16536,33868
140,60203,0.676469,-87.71742841,42.04897398,21.875,0,98.9,36.7,27.8,77.07,77.07,51.78414097,185962,8.811551,0.925542,1.7508,1.3046,24.976543,0,0,0,1,200,56,0.00626129,79,13.534601,2351,4540
141,60208,0.259341,-87.67475726,42.05494091,29.78723404,30.84741711,99,1.6,0,61.78,61.78,1.570680628,82376,6.601885,3.935152,0,0,12.009474,15.423709,4,8,0,33,14,0.01020385,21,1.101923,3,191
142,60301,0.154578,-87.79878551,41.88861288,20,90.56916249,78.6,47.6,15.7,52.57,52.57,64.82694107,94779,9.940148,7.143111,0.9436,1.0353,46.704764,45.284581,7,14,0,120,30,0.01104325,74,3.326235,2079,3207
143,60302,2.97902,-87.78971104,41.89473982,24.97076023,0.671361723,83.8,41.3,25.5,63.39,63.39,52.46045428,159826,9.314576,1.045734,1.3059,1.1081,22.553335,0.335681,1,2,7,1283,427,0.03115243,309,51.790402,17345,33063
144,60304,1.560486,-87.78939614,41.87252125,18.72946331,5.126607993,88.8,40.6,21,64.41,64.41,49.97153268,166389,9.328609,0.5996,1.4774,1.3165,27.456405,1.922478,3,8,5,742,171,0.00935676,147,33.052302,8777,17564
145,60305,2.449756,-87.81924792,41.89500452,27.82764811,0.816407838,93.9,38.1,23.6,84.16,84.16,51.26210235,221404,8.46001,1.891883,1.6388,1.1638,16.17211,0.408204,1,2,2,402,155,0.04634736,232,32.371839,5930,11568
147,60402,6.448167,-87.78918115,41.83090472,2.497789567,0.155082832,106.5,41.5,18.3,38.23,38.23,16.23749207,85829,9.213087,1.002983,1.6862,1.341,20.796511,0.155083,1,1,10,4411,113,0.06467437,552,104.699947,10499,64659
148,60403,4.849655,-88.12167056,41.56561375,1.472650771,0,101.3,34.8,26.9,67.14,67.14,18.49637155,78832,8.17521,0.517723,1.6848,1.0564,14.429322,0,0,0,1,1405,21,0.025108,347,56.815506,3186,17225
149,60404,15.038762,-88.22126389,41.50817717,5.43302851,0.13298967,107.9,35.8,27.6,80.92,80.92,26.9422412,136813,7.176117,0.039648,2.0553,1.1982,7.575327,0.066495,1,2,2,1758,101,0.00596253,612,107.051534,5299,19668
150,60406,5.713579,-87.68134042,41.65449993,1.17746005,0,105.5,36.7,20.1,44.79,44.79,10.49320886,59778,8.382144,0.504062,1.4621,1.0826,15.694405,0,0,0,4,2350,28,0.02880008,545,72.861916,2619,24959
153,60409,7.708219,-87.55115596,41.61293629,0.696572862,0,90.1,39.8,21.4,16.57,16.57,14.47854822,66003,8.440843,2.368602,1.4251,1.0463,13.312497,0,0,0,1,3564,25,0.18257661,593,96.533015,5170,35708
154,60410,33.953777,-88.19624358,41.41997662,2.461538462,0.029451804,92.7,38.5,19.3,94.4,94.4,20.15748031,126221,6.019667,0.110881,2.4126,1.42,2.857039,0.029452,1,1,4,1585,40,0.03764835,468,95.425976,2816,13970
155,60411,32.183803,-87.59043633,41.50918395,1.009564293,0.09321459,90,38.3,19.3,25.58,25.58,14.6762617,65918,7.410764,0.367372,1.6785,1.0738,8.648913,0.062143,2,3,4,5589,57,0.11823415,1263,248.407371,7811,53222
156,60415,2.126447,-87.77987721,41.70308437,1.826923077,3.762144084,101.8,39.5,19.7,66.41,66.41,19.58134976,91591,8.812443,4.331049,1.6705,1.2428,23.086195,1.410804,3,8,1,1021,19,0.09209542,309,36.079197,2797,14284
