zipcode,Pct_EV_17,Pct_EV_18,Pct_EV_19,Pct_EV_20,Pct_EV_21,Pct_EV_22
60119,0.865800866,1.459227468,2.138579983,2.918454936,4.081632653,5.982142857
60120,0.486026731,0.72808737,1.153039832,1.410934744,2,2.850982271
60123,0.493468795,0.681942171,0.857811282,1.115053218,1.665825341,2.834606852
60124,1.326595073,1.995438997,3.034752814,3.69111219,6.625891947,10.50505051
60126,2.193187121,3.145508033,4.947626476,6.504614,9.216589862,13.04244724
60130,0.790513834,1.513240858,2.481389578,3.91198044,5.172413793,8.052884615
60131,0.150920616,0.1995439,0.572675211,0.76273495,1.006810779,1.180986123
60133,0.526064084,0.807899461,1.341991342,2.097315436,2.847571189,4.610363117
60134,1.521933751,2.26109215,3.565436242,5.066552168,7.621550591,11.68203777
60136,1.247771836,1.340033501,2.415458937,4.21875,6.299212598,11.23417722
60137,1.339481774,2.067539628,3.232810615,4.62915601,7.638303847,11.33960047
60139,0.819252432,0.913022585,1.228948566,1.684114702,2.678571429,4.52079566
60140,0.518134715,1.042238069,1.509630401,2.010309278,3.531218014,5.800821355
60141,0,0,0,0,0,0
60142,0.620292424,1.026957638,2.104377104,2.888700085,4.639858595,7.967770815
60143,1.485482782,2.373316228,2.506265664,3.370058328,5.115273775,7.322325915
60148,0.15933208,0.271730443,0.404386788,0.603007685,1.102602141,1.477793583
60151,0.383877159,0.37037037,0.354609929,0.530973451,0.715563506,1.473296501
60152,0.211864407,0.271186441,0.452196382,0.82697201,1.630789302,2.256138023
60153,0.228180262,0.212089077,0.352822581,0.616698292,0.754884547,1.024765158
60154,0.513259196,0.900900901,1.501976285,1.945525292,2.456418384,3.912363067
60155,0,0.137931034,0.778210117,0.873907615,1.462765957,2.228047182
60156,0.55401662,1.051248357,1.832126118,2.596849723,3.555941023,5.704256253
60157,2.183406114,4.680851064,4.641350211,5.020920502,8.407079646,12.16216216
60160,0.658327847,0.731707317,0.639906923,0.897363993,1.154480484,1.857585139
60162,0.628140704,0.863131936,0.600240096,1.317365269,2.048192771,2.71270037
60163,0.724637681,0.72815534,0.934579439,0.925925926,1.351351351,1.559020045
60164,0.134228188,0.19035533,0.576368876,0.661157025,1.093493712,1.258894362
60165,0,0,0.543478261,0.289017341,1.166180758,1.396648045
60169,1.006711409,1.510574018,3.080433542,3.794642857,5.571030641,8.959227468
60171,0.547195622,0.520156047,0.883838384,1.140684411,1.965923984,2.193548387
60172,1.16834838,1.614530777,2.529182879,3.252427184,4.735792622,7.475247525
60173,2.063273728,2.702702703,4.148053606,6.002728513,10.83890126,15.15151515
60174,1.324252743,1.967930029,2.58681786,3.658969805,5.459875412,7.629929967
60175,1.757393913,2.887473461,3.967576792,5.146096816,7.84490532,12.05802357
60176,0.390320062,0.388500389,0.593220339,1.417769376,2.210526316,3.389830508
60177,0.460564191,0.76419214,1.573976915,2.606882169,4.012506514,6.591143151
60179,0,0,0,0,0,0
60180,0.877192982,0.393700787,0,1.204819277,0.858369099,1.357466063
60181,1.04691741,1.28641695,1.999259534,2.7696793,3.811991118,6.040515654
60183,6.666666667,7.142857143,6.25,6.25,6.25,11.11111111
60184,2.429149798,4.032258065,6.177606178,8.846153846,11.95219124,16.2055336
60185,0.825309491,1.045068583,1.369436664,2.055845351,3.389830508,5.113464448
60187,1.546391753,2.475458813,3.07492421,3.93979637,5.629903092,8.25426945
60188,0.625651721,1.159708416,1.800064288,2.61229691,4.117647059,7.095926413
60189,2.675585284,3.723056826,5.498721228,6.844106464,10.05802708,13.95498392
60190,2.095459837,3.903559127,5.636978579,7.029478458,8.35214447,12.04545455
60191,0.944138474,1.360544218,1.810282404,2.417582418,3.548387097,5.957108817
60192,2.013422819,3.530633437,4.949494949,7.381889764,13.4765625,21.87793427
60193,1.283048212,1.674730182,3.08908046,4.080908446,5.957287374,9.611896989
60194,1.058201058,1.694915254,3.073089701,4.515599343,6.984387839,11.44975288
60195,0.367647059,0.383141762,0.588235294,0.82815735,2.959830867,6.418219462
60196,0,0,0.334448161,0.371747212,0.381679389,0.401606426
60201,6.911142454,9.809084924,12.53164557,14.20454545,17.89737171,24.94047619
60202,6.007067138,8.180300501,10.5799373,12.34662577,15.50960118,19.55922865
60203,6.060606061,6.8,10.08064516,12.39669421,16.04938272,21.875
60208,25,26,26,20.96774194,27.08333333,29.78723404
60301,3.50877193,3.225806452,9.090909091,10.60606061,16.1971831,20
60302,6.295224313,9.028256375,12.38410596,15.48387097,19.32515337,24.97076023
60304,3.638814016,5.456852792,8.25,10.19184652,13.35656214,18.72946331
60305,7.392996109,10.39697543,12.56931608,17.07779886,21.03250478,27.82764811
60402,0.41226488,0.517241379,0.761542123,0.965073529,1.562853907,2.497789567
60403,0.220102715,0.280112045,0.27758501,0.542740841,0.972897846,1.472650771
60404,0.406710727,0.738552437,1.419481155,2.360622803,3.4038164,5.43302851
60406,0.268817204,0.20242915,0.473709143,0.493938033,0.96069869,1.17746005
60409,0.074571216,0.102389078,0.096930533,0.183150183,0.317551963,0.696572862
60410,0.181488203,0.234741784,0.69124424,0.991253644,1.641337386,2.461538462
60411,0.088948188,0.104384134,0.261569416,0.4626952,0.710511933,1.009564293
60415,0.323974082,0.501002004,0.590551181,1.047619048,1.573254671,1.826923077
60417,0.361228176,0.753623188,1.13960114,1.26146789,1.886792453,3.193277311
60418,1.598993333,1.593625498,1.734104046,2.283105023,3.138075314,3.422053232
60419,0.225861095,0.257864879,0.148001973,0.137931034,0.344827586,0.513259196
60422,2.518518519,3.938115331,5.040871935,6.032171582,9.175531915,12.66666667
60423,0.991542724,1.672335601,2.321083172,3.445378151,5.339524086,8.38747785
60425,0.417246175,0.92226614,0.667556742,0.632911392,0.997506234,2.602230483
60426,0,0.04494382,0.085251492,0.238853503,0.51986632,0.777659951
60428,0.120048019,0.108108108,0.099403579,0.091827365,0.326530612,0.696055684
60429,0.575184881,0.786782061,0.975243811,1.085383502,1.437371663,1.663339987
60430,0.627853881,0.792751982,1.107419712,1.72972973,3.134068485,4.230317274
60431,0.262565641,0.252161383,0.561600562,0.751341682,1.6,2.978406552
60432,0.053561864,0.102197241,0.244021474,0.74941452,0.968188105,1.045929968
60433,0.126262626,0.297619048,0.279642058,0.333889816,0.324675325,0.531632111
60435,0.306820864,0.434285714,0.511111111,0.834064969,1.211720643,1.833260585
60436,0.12070006,0.170261067,0.224466891,0.438596491,0.544959128,0.824175824
60438,0.076045627,0.109449106,0.286327845,0.5521049,1.082910321,1.743211532
60439,1.195952162,2.535083748,3.339350181,4.508196721,6.593927894,10.02906977
60440,0.785694934,1.07830552,1.630170316,2.192242833,3.290275408,4.721955896
60441,0.398974067,0.443090557,0.846763179,1.277173913,2.375034521,3.566453051
60443,0.185643564,0.234466589,0.489396411,0.789473684,1.58974359,2.780638517
60445,0.289615225,0.254022015,0.299785867,0.222222222,0.323624595,0.717703349
60446,0.516944285,0.683994528,1.067708333,1.417721519,1.915708812,3.192559075
60447,0.420926037,0.559910414,0.759219089,0.773908237,1.017524025,2.494199536
60448,0.468384075,0.810372771,1.548886738,2.133245816,3.064459317,5.775517617
60451,0.469599605,0.737497119,1.0430839,1.330580408,2.017291066,3.18627451
60452,0.12254902,0.197628458,0.533739992,0.650593188,1.237911025,2.296613468
60453,0.324299282,0.462656973,0.756266206,1.032036121,1.647875108,2.769963211
60455,0.821508588,1.019664967,1.253481894,1.489505755,2.117486339,7.170795306
60456,0,0,0.304878049,0.602409639,0.606060606,1.492537313
60457,0.514403292,1.079489696,1.750972763,1.727447217,2.772466539,3.942307692
60458,0.21691974,0.407331976,0.897308076,1.045627376,1.13960114,1.566820276
60459,0.100603622,0.188146754,0.415512465,0.941704036,1.708633094,2.515445719
60461,1.336898396,1.75,2.733485194,3.99113082,5.973451327,6.681514477
60462,0.619977038,1.059274284,1.607425855,2.625028287,3.79687864,5.651162791
60463,0.724054706,1.25293657,1.725490196,2.692003167,3.805668016,6.543624161
60464,2.127659574,3.376623377,4.447268107,6.692913386,9.139784946,13.08900524
60465,0.675105485,1.049233253,1.974723539,2.572096648,3.611556982,6.446414182
60466,0.177304965,0.339943343,0.27457441,0.471698113,0.655241935,1.268911664
60467,1.459854015,2.837902838,4.101838755,5.460588794,8.133732535,12.60954236
60469,0,0.17921147,0.350262697,0.699300699,0.526315789,0.67001675
60471,0.203045685,0.293542074,0.464684015,0.704225352,0.939368061,1.75145955
60472,0,0,0,0,0,0
60473,0.484730974,0.756227758,0.858369099,1.034768212,1.505901506,2.142857143
60475,0.114285714,0.328227571,0.421496312,0.620475698,0.726141079,1.450777202
60476,1.063829787,1.655629139,2.06185567,2.258064516,2.013422819,2.150537634
60477,0.215362527,0.476530855,0.761723399,1.062515444,1.859872611,2.990556139
60478,1.598993333,2.298384028,3.211625472,4.20578752,5.992003008,8.689182468
60480,1.530612245,2.850356295,3.546099291,4.794520548,7.407407407,10.9263658
60482,0.112866817,0.218102508,0.207900208,0.404448938,0.411099692,1.519756839
60487,0.158144439,0.513610683,1.233958539,2.177068215,3.388973192,6.031424227
60490,1.434262948,2.865995352,5.048255382,6.715867159,10.68866571,16.49484536
60491,0.964785335,1.383763838,2.090909091,2.62919311,4.976303318,7.834757835
60501,0.368550369,0.462962963,0.56561086,0.531914894,0.854700855,1.603206413
60502,1.988071571,3.430420712,5.604534005,8.214747736,12.37964237,19.71925134
60503,0.660066007,1.150627615,2.81124498,4.117647059,6.225680934,11.45833333
60504,0.978792822,1.494962626,2.67138719,3.529034328,5.494148244,7.621550591
60505,0.2600104,0.340053437,0.426966292,0.527871622,0.626769106,1.041075147
60506,0.491266376,0.736788618,0.87124879,1.05361742,1.863498719,2.392454566
60510,1.204819277,1.821782178,2.791977979,3.356216629,5.209557383,8.12371134
60511,0.836820084,0.401606426,0.392156863,0.393700787,0.796812749,1.265822785
60512,0,0,1.333333333,1.923076923,1.960784314,3.289473684
60513,0.977198697,1.3006886,1.635687732,1.986754967,3.068862275,4.610733182
60514,3.538461538,5.139500734,7.522123894,9.62962963,15.64828614,21.72661871
60515,2.250803859,3.843167702,5.602134146,6.161137441,8.397534669,12.43243243
60516,1.369863014,1.967535662,3.153808831,3.912828133,5.985915493,10.02457002
60517,1.126028584,2.302218501,2.914979757,3.910614525,5.963880722,8.87966805
60521,8.965968586,12.15012723,15.23809524,19.85815603,26.15089514,34.16870416
60523,11.70886076,15.96474045,18.31111111,22.34881683,27.6867031,35.51815766
60525,1.578498294,2.65560166,4.032258065,5.477245268,7.869401423,11.28036229
60526,0.773195876,2.077922078,4.2527339,5.896805897,7.995079951,11.625
60527,5.14541387,7.435572455,9.820700896,12.41987179,16.92963753,23.35675899
60532,1.636976408,2.364574377,3.576751118,4.402756508,7.154538021,13.16322398
60534,0.389105058,0.377833753,0.725513906,0.948991696,1.307966706,1.423487544
60538,0.300429185,0.406008932,0.783392088,1.074443592,1.895551257,3.288718929
60539,0,0,0,0,0,0
60540,3.373337658,4.761904762,7.500787898,10.7979734,14.79690522,21.08244179
60541,0.230414747,0.215982721,0.632911392,0.619834711,1.255230126,1.492537313
60542,0.968858131,1.063829787,1.494396015,2.065613609,3.464052288,5.069124424
60543,0.59079602,1.004134672,1.812865497,2.391367746,3.75782881,6.120612061
60544,0.604122246,1.002147459,1.441961067,2.049944092,3.78462739,5.791352638
60545,0.213980029,0.409836066,0.771208226,0.772698004,1.489637306,2.039515615
60546,1.975051975,2.794411178,4.339440694,6.315789474,9.25401322,13.01115242
60554,1.354581673,1.407349492,1.86770428,2.771179731,4.530477759,6.57785179
60555,1.555352242,2.515177797,3.442485306,4.347826087,5.799648506,8.319039451
60558,3.529411765,6.265060241,8.381839348,11.60287081,15.70926143,21.81818182
60559,1.886792453,3.65785031,5.655247417,6.132329209,7.498601007,10.34482759
60560,0.56542811,0.771307366,1.122754491,1.960045232,3.13111546,4.962583694
60561,2.098765432,3.138201569,5.035545024,6.51135006,8.921933086,12.70718232
60563,1.974933536,3.070662227,4.809763101,6.924493554,10.65512048,15.55153707
60564,3.239289446,5.65466173,8.933246073,12.84916201,17.69154883,26.86658507
60565,2.307357423,4.202401372,6.887966805,9.482401656,13.31385643,19.65364478
60585,2.194185409,3.340184995,4.85338726,6.903657908,10.00526593,16.21344279
60586,0.478710003,0.849102377,1.321066289,1.728691477,2.948996858,4.458756502
60601,7.038123167,10.51893408,11.8852459,14.46280992,19.08284024,24.31654676
60602,1.470588235,1.450892857,1.396973225,2.035928144,3.259452412,5.586592179
60603,6.358381503,7.558139535,8.379888268,8.791208791,12.35955056,15.73033708
60604,1.612903226,1.6,2.290076336,3.389830508,5.263157895,9.574468085
60605,5.240174672,9.025787966,13.12154696,19.08396947,25.48309179,35.67625133
60606,6.834532374,10.14492754,12.63157895,16.02787456,23.38983051,27.47603834
60607,5.01002004,5.320512821,6.786786787,9.551886792,14.21538462,19.45594323
60608,0.714554344,1.20439249,1.556886228,2.412790698,3.870577563,6.570418385
60609,0.129785853,0.397067807,0.684150513,1.112015189,1.489853583,3.972570348
60610,6.512778236,8.359621451,10.47765794,14.41111924,17.18092567,24.42244224
60611,7.332722273,10.53571429,14.05030356,18.83802817,26.43253235,35.10815308
60612,1.068510371,1.223063483,2.683063164,3.75,5.146316852,12.3901988
60613,2.918693537,4.107744108,6.201550388,8.968609865,13.1826742,17.51690227
60614,7.678729038,11.55344007,14.44028298,19.10569106,24.59724951,31.76826959
60615,2.212389381,3.035274815,4.402515723,5.784526392,7.81671159,11.0821382
60616,1.148447469,2.09292591,2.966625464,4.307192198,6.827309237,10.70738307
60617,0.092678406,0.260021668,0.329082682,0.366724571,0.688405797,1.002246414
60618,2.14884696,3.063017826,4.24493779,5.259365994,8.388468809,12.30941704
60619,0.171086399,0.26652452,0.405371168,0.488997555,0.633059789,1.027631879
60620,0.084626234,0.107066381,0.128965695,0.213776722,0.458015267,1.023605598
60621,0.089047195,0.165562914,0.154559505,0.200133422,0.475341652,0.940265487
60622,2.527075812,4.211956522,6.536585366,8.902077151,12.88659794,17.25319215
60623,0.113571834,0.131475151,0.194269063,0.246636771,0.305188199,0.652090526
60624,0.071123755,0.130463144,0.248138958,0.437636761,0.881488737,0.985915493
60625,1.441860465,2.452073116,3.891708968,5.066344994,7.45631068,10.82756106
60626,1.686746988,2.113207547,3.072421361,4.031117397,5.425824176,8.021390374
60628,0.168634064,0.185528757,0.222222222,0.341841386,0.506435957,3.557312253
60629,0.066148503,0.092421442,0.187211982,0.243210377,0.45045045,0.650195059
60630,0.991987791,1.360294118,2.099644128,3.013314646,4.509943182,6.98159083
60631,0.576645843,0.945179584,1.546391753,2.015939991,3.073967339,5.211885046
60632,0.114311843,0.168067227,0.251889169,0.436601783,0.786324786,1.587301587
60633,0.102354145,0.095785441,0.181323663,0.353045013,1.02915952,1.299756296
60634,0.583982202,0.79835179,1.151396374,1.535140321,2.316602317,3.849787435
60636,0,0.054704595,0.05109862,0.138376384,0.158604282,0.226671704
60637,0.813559322,1.216389245,1.462843768,1.529535865,2.222222222,3.807796917
60638,0.205075622,0.267119961,0.467945718,0.695571528,1.052883465,1.815142107
60639,0.294511379,0.320987654,0.417730332,0.528750826,0.759173345,1.235305838
60640,2.205882353,3.434867142,4.859813084,7.393939394,10.40428062,15.2173913
60641,0.683371298,1.218769043,1.792425557,2.420027816,3.311439518,5.090054816
60642,1.598993333,2.298384028,3.211625472,4.20578752,5.992003008,8.689182468
60643,0.678329168,1.049779885,1.299545159,1.506591337,2.193242442,3.602305476
60644,0.203252033,0.240500241,0.450247636,0.45379538,0.488905604,0.759768452
60645,0.836820084,1.381578947,2.118893467,2.835648148,4.072134962,6.232453678
60646,1.330798479,2.12636695,3.368176539,4.789382574,6.853226728,9.277177006
60647,2.412769117,3.910034602,5.385638298,7.728557964,11.24546554,15.34765404
60649,0.475907198,0.506186727,0.580474934,0.713266762,1.346655083,2.07641196
60651,0.223048327,0.451702571,0.552127314,0.531757755,0.734494015,1.193565127
60652,0.076952674,0.212841433,0.273691413,0.362677217,0.532081377,1.112781955
60653,0.828729282,1.032702238,1.506740682,2.359882006,4.713804714,7.345360825
60654,6.419400856,8.528198074,12.96296296,18.1122449,24.20785805,33.78212974
60655,0.151000378,0.402635432,0.50414116,0.728862974,0.995942457,1.649405447
60656,0.59311981,0.685322673,0.989010989,1.401617251,3.086419753,4.55311973
60657,4.063786008,6.31840796,9.584352078,12.93891294,17.89033457,24.31941924
60659,0.740740741,1.009372747,1.475755446,1.708817498,2.862985685,4.993429698
60660,1.321585903,2.10748156,4.411764706,6.75024108,9.962049336,14.23390752
60661,2.466793169,4.973357016,7.993474715,12.20285261,20.85561497,26.04340568
60666,0.004358248,0.00429461,0.004224043,0.004448399,0.009329228,0.004679238
60706,0.780031201,1.1816839,1.641684511,2.382620883,3.40333092,6.393678161
60707,0.481000481,0.758928571,1.396529835,1.947782843,2.753801891,4.032258065
60712,4.052098408,5.849582173,7.973856209,10.36204744,15.45117429,23.63213038
60714,0.875,1.291079812,1.858108108,2.638812534,4.054859869,6.937095826
60803,0.373831776,0.579322638,0.734976221,0.970054829,1.023131673,1.73025732
60804,0.173197662,0.259688374,0.406053894,0.471286437,0.662471017,0.975063939
60805,0.185185185,0.355450237,0.739897553,1.003344482,1.742551996,2.615470228
60827,0,0,0,0.153688525,0.276115969,0.623330365
60002,0.855005344,,,,,
60004,2.265673495,,,,,
60005,1.659904094,,,,,
60007,1.426872771,,,,,
60008,0.981404959,,,,,
60010,6.67916569,,,,,
60012,1.912568306,,,,,
60013,1.220504475,,,,,
60014,0.926806084,,,,,
60015,7.744783307,,,,,
60016,1.226076555,,,,,
60018,0.230473752,,,,,
60020,0.537634409,,,,,
60021,0.984251969,,,,,
60022,16.62198391,,,,,
60025,5.055575475,,,,,
60026,8.740359897,,,,,
60029,8.620689655,,,,,
60030,1.341381623,,,,,
60031,1.217719924,,,,,
60033,0.13029316,,,,,
60034,0,,,,,
60035,13.57971637,,,,,
60037,0,,,,,
60040,4.560260586,,,,,
60041,0.394477318,,,,,
60042,0.362756953,,,,,
60043,9.205020921,,,,,
60044,3.685258964,,,,,
60045,7.307307307,,,,,
60046,0.756200847,,,,,
60047,5.188031842,,,,,
60048,2.975821451,,,,,
60050,0.519480519,,,,,
60051,0.587084149,,,,,
60053,3.677058353,,,,,
60056,1.361752516,,,,,
60060,1.803394625,,,,,
60061,4.608585859,,,,,
60062,6.213394449,,,,,
60064,0.693069307,,,,,
60067,3.723594701,,,,,
60068,3.589315526,,,,,
60069,6.03085554,,,,,
60070,1.232032854,,,,,
60071,1.260504202,,,,,
60072,3.816793893,,,,,
60073,0.668103448,,,,,
60074,1.157098353,,,,,
60076,3.514180025,,,,,
60077,2.040816327,,,,,
60081,1.022012579,,,,,
60083,2.659574468,,,,,
60084,1.772002363,,,,,
60085,0.328875247,,,,,
60087,0.430210325,,,,,
60088,0.67264574,,,,,
60089,4.365400162,,,,,
60090,1.460446247,,,,,
60091,9.143593046,,,,,
60093,11.01694915,,,,,
60096,0.264900662,,,,,
60097,0.67001675,,,,,
60098,0.925925926,,,,,
60099,0.140318054,,,,,
60101,1.32970686,,,,,
60102,1.240875912,,,,,
60103,2.010210593,,,,,
60104,0,,,,,
60106,0.47897818,,,,,
60107,1.347190146,,,,,
60108,2.82902829,,,,,
60110,0.575539568,,,,,
60118,1.467505241,,,,,
60119,1.459227468,,,,,
60120,0.72808737,,,,,
60123,0.681942171,,,,,
60124,1.995438997,,,,,
60126,3.145508033,,,,,
60130,1.513240858,,,,,
60131,0.1995439,,,,,
60133,0.807899461,,,,,
60134,2.26109215,,,,,
60136,1.340033501,,,,,
60137,2.067539628,,,,,
60139,0.913022585,,,,,
60140,1.042238069,,,,,
60141,0,,,,,
60142,1.026957638,,,,,
60143,2.373316228,,,,,
60148,0.271730443,,,,,
60151,0.37037037,,,,,
60152,0.271186441,,,,,
60153,0.212089077,,,,,
60154,0.900900901,,,,,
60155,0.137931034,,,,,
60156,1.051248357,,,,,
60157,4.680851064,,,,,
60160,0.731707317,,,,,
60162,0.863131936,,,,,
60163,0.72815534,,,,,
60164,0.19035533,,,,,
60165,0,,,,,
60169,1.510574018,,,,,
60171,0.520156047,,,,,
60172,1.614530777,,,,,
60173,2.702702703,,,,,
60174,1.967930029,,,,,
60175,2.887473461,,,,,
60176,0.388500389,,,,,
60177,0.76419214,,,,,
60179,0,,,,,
60180,0.393700787,,,,,
60181,1.28641695,,,,,
60183,7.142857143,,,,,
60184,4.032258065,,,,,
60185,1.045068583,,,,,
60187,2.475458813,,,,,
60188,1.159708416,,,,,
60189,3.723056826,,,,,
60190,3.903559127,,,,,
60191,1.360544218,,,,,
60192,3.530633437,,,,,
60193,1.674730182,,,,,
60194,1.694915254,,,,,
60195,0.383141762,,,,,
60196,0,,,,,
60201,9.809084924,,,,,
60202,8.180300501,,,,,
60203,6.8,,,,,
60208,26,,,,,
60301,3.225806452,,,,,
60302,9.028256375,,,,,
60304,5.456852792,,,,,
60305,10.39697543,,,,,
60402,0.517241379,,,,,
60403,0.280112045,,,,,
60404,0.738552437,,,,,
60406,0.20242915,,,,,
60409,0.102389078,,,,,
60410,0.234741784,,,,,
60411,0.104384134,,,,,
60415,0.501002004,,,,,
60417,0.753623188,,,,,
60418,1.593625498,,,,,
60419,0.257864879,,,,,
60422,3.938115331,,,,,
60423,1.672335601,,,,,
60425,0.92226614,,,,,
60426,0.04494382,,,,,
60428,0.108108108,,,,,
60429,0.786782061,,,,,
60430,0.792751982,,,,,
60431,0.252161383,,,,,
60432,0.102197241,,,,,
60433,0.297619048,,,,,
60435,0.434285714,,,,,
60436,0.170261067,,,,,
60438,0.109449106,,,,,
60439,2.535083748,,,,,
60440,1.07830552,,,,,
60441,0.443090557,,,,,
60443,0.234466589,,,,,
60445,0.254022015,,,,,
60446,0.683994528,,,,,
60447,0.559910414,,,,,
60448,0.810372771,,,,,
60451,0.737497119,,,,,
60452,0.197628458,,,,,
