zipcode,SQMI,x,y,Pct_EV,Cport_den,Sex_ratio,Pct_30_60,Pct_60,Pct_bachelor,Med_incm_family,Ln_pop_den,Pking_den,Num_veh_hd,Num_wk_hd,Road_den,Pct_white,ev_cnt,FuelV_cnt,CS_cnt,CPort_cnt,FuelS_cnt,Pop,Pop_male,Pop_female,num_bachelor,pk_SQMI_cnt,pk_SQMI_sum,len_mile_cnt,len_mile_sum,year
60084,15.719336,-88.14240835,42.26869089,1.772002363,4.499730356,96.5,43,19.1,27.13098965,100172,6.962989,0.144262,1.9271,1.3463,7.160404,85.76,30,1663,,,4,16612,8157,8455,4507,16,0.022677,443,112.556792,2018
60085,14.224457,-87.86235208,42.35691526,0.328875247,0.42180872,102.2,37.9,12.6,8.69583627,47616,8.513357,0.311759,1.6879,1.3052,13.870235,52.81,15,4546,2,6,4,70850,35807,35043,6161,39,0.044346,795,197.296556,2018
60087,14.030566,-87.859292,42.40439704,0.430210325,0.285091849,96.7,39.4,17.7,13.53924582,68055,7.550356,0.459034,1.8778,1.3062,8.009545,62.56,9,2083,1,4,1,26678,13117,13561,3612,40,0.064405,463,112.378447,2018
60088,2.614564,-87.85154705,42.3071349,0.67264574,4.499730356,273.8,12.5,1.1,11.14357921,63519,8.485263,1.592732,1.8269,1.4689,20.961911,69.49,3,443,,,2,12662,9275,3387,1411,21,0.041643,279,54.806258,2018
60089,9.563266,-87.96152855,42.16687734,4.365400162,0.209133574,95.7,44.8,21.3,49.37427522,132500,8.372914,0.54518,1.8378,1.3579,18.051827,71.28,108,2366,1,2,9,41392,20239,21153,20437,24,0.052137,1181,172.634427,2018
60090,8.407966,-87.92452927,42.12953973,1.460446247,0.237869658,105.2,43.7,20.3,29.63405759,81819,8.42861,0.903703,1.7198,1.3856,13.724031,60.44,36,2429,1,2,9,38476,19722,18754,11402,29,0.075983,1022,115.391186,2018
60091,5.474733,-87.72878834,42.0772158,9.143593046,4.499730356,95.3,39.7,25.4,55.70943107,190709,8.51695,1.601247,1.8148,1.1876,17.038519,82.71,142,1411,,,3,27367,13355,14012,15246,97,0.087664,530,93.281343,2018
60093,8.544344,-87.75841616,42.10363311,11.01694915,0.234072973,94.3,38.8,24.4,55.39324109,225354,7.72987,0.330265,1.9533,1.0792,13.537995,91.13,195,1575,1,2,0,19441,9433,10008,10769,31,0.028219,557,115.673288,2018
60096,5.184514,-87.8301259,42.48066188,0.264900662,4.499730356,95.9,39.9,27.6,24.32750257,94909,7.179443,0.287529,2.0297,1.2561,9.238801,92.52,2,753,,,0,6803,3330,3473,1655,9,0.014907,166,47.898693,2018
60097,18.553725,-88.36293345,42.3904252,0.67001675,4.499730356,115.9,43.8,20.9,16.01699612,88108,6.369035,0.049338,2.0584,1.2799,6.382815,96.11,8,1186,,,0,10826,5811,5015,1734,17,0.009154,293,118.424987,2018
60098,104.314342,-88.45776082,42.32282736,0.925925926,4.499730356,96.9,39.5,22.6,20.28531021,82282,5.742386,0.200266,1.8499,1.2399,3.142529,91.58,30,3210,,,8,32526,16008,16518,6598,151,0.208906,759,327.810849,2018
60099,22.083755,-87.86549918,42.45953476,0.140318054,4.499730356,92.8,38,17.1,11.68617056,62642,7.244769,0.272884,1.781,1.2085,6.966827,62.31,6,4270,,,8,30934,14888,16046,3615,39,0.060263,491,153.853703,2018
60101,11.568816,-88.01071636,41.93024978,1.32970686,0.259317807,96.7,40.4,19.6,16.4244186,77940,8.128527,0.726358,1.9157,1.3762,13.364673,72.01,44,3265,1,3,7,39216,19281,19935,6441,32,0.084031,853,154.613443,2018
60102,16.173375,-88.30699806,42.16116653,1.240875912,4.499730356,95.7,44.1,18.9,31.2349186,115014,7.612956,1.038726,2.1339,1.4709,9.637307,87.57,34,2706,,,7,32739,16010,16729,10226,70,0.167997,863,155.867775,2018
60103,17.733323,-88.20424648,41.97656331,2.010210593,4.499730356,100.5,45,17.9,31.77315385,117582,7.774635,0.403128,2.0779,1.5231,8.910284,76.64,63,3071,,,5,42196,21153,21043,13407,74,0.071488,829,158.008948,2018
60104,2.369763,-87.87627043,41.88273043,0,4.499730356,86.8,41,20.6,12.93225959,63738,8.989352,0.204198,1.6626,1.2722,22.123777,13.07,0,1518,,,4,18999,8828,10171,2457,3,0.004839,269,52.428107,2018
60106,9.291952,-87.94203645,41.96066551,0.47897818,0.215240027,100.2,40.4,19.7,14.47072622,78503,7.697176,0.685798,1.8221,1.343,9.292201,74.16,9,1870,2,2,7,20462,10240,10222,2961,18,0.063724,399,86.342685,2018
60107,8.727559,-88.17652575,42.02398182,1.347190146,4.499730356,103,43.8,17.8,19.29421075,86572,8.441015,0.806583,2.0235,1.4477,13.406326,64.07,35,2563,,,7,40437,20514,19923,7802,61,0.070395,609,117.004498,2018
60108,7.251431,-88.0921581,41.94950272,2.82902829,4.499730356,89.3,39.1,28.4,29.80321532,107000,8.051825,1.782448,1.8521,1.2871,14.130625,79.2,46,1580,,,3,22766,10740,12026,6785,31,0.129253,623,102.467253,2018
60110,9.100143,-88.28542003,42.12283845,0.575539568,0.109888383,102.9,39.9,11.2,11.26026492,66760,8.371529,0.514519,2.0391,1.5141,12.204525,55.2,16,2764,1,1,2,39333,19947,19386,4429,20,0.046822,465,111.062924,2018
60118,23.378657,-88.3000636,42.10562457,1.467505241,0.085548113,100.6,43.8,25.1,32.741854,110461,6.518218,0.771584,1.9395,1.2356,6.147135,85.79,21,1410,1,2,3,15836,7943,7893,5185,110,0.180386,621,143.711766,2018
60119,49.442318,-88.47311282,41.86373727,1.459227468,4.499730356,90.3,40.7,18.4,31.14386102,112435,5.333836,0.066544,2.2436,1.5028,3.619278,92.19,17,1148,,,2,10246,4863,5383,3191,24,0.032901,440,178.945489,2018
60120,19.220986,-88.24056903,42.02846847,0.72808737,0.104052935,98,38.4,15.8,11.9300106,68415,7.882048,1.146695,1.9613,1.4222,10.239268,58.32,26,3545,2,2,7,50922,25201,25721,6075,563,0.220406,894,196.808824,2018
60123,14.703242,-88.31220915,42.03977883,0.681942171,0.272048845,102.1,39.3,18.7,16.36092499,72728,8.110527,1.575918,1.8179,1.3264,14.194906,65.82,25,3641,2,4,10,48952,24727,24225,8009,101,0.231711,864,208.711132,2018
60124,36.227707,-88.39408664,42.02850826,1.995438997,4.499730356,103.5,41.3,21.8,31.48894261,123153,6.42422,0.10572,2.2156,1.3001,5.707833,78.68,35,1719,,,1,22338,11363,10975,7034,29,0.0383,698,206.781698,2018
60126,11.174308,-87.94200681,41.89659021,3.145508033,0.357964001,97,39.8,20.5,40.12807271,138762,8.373844,1.303821,1.8937,1.312,17.106823,89.17,139,4280,2,4,3,48410,23842,24568,19426,117,0.145693,870,191.156906,2018
60130,2.478262,-87.81568191,41.8679568,1.513240858,2.421051527,80.2,46.7,23,42.00555516,79839,8.642179,3.211888,1.2756,1.0693,15.808634,59.06,12,781,1,6,6,14041,6247,7794,5898,37,0.079599,205,39.177936,2018
60131,5.458649,-87.88296877,41.93764935,0.1995439,0.915977561,95,42.2,19.4,14.47988904,79118,8.102314,0.266458,1.7418,1.3681,16.427435,80.55,7,3501,1,5,0,18025,8782,9243,2610,12,0.014545,435,89.6716,2018
60133,7.566691,-88.14430315,41.98059586,0.807899461,4.499730356,97.9,40.4,14.8,16.05729167,80209,8.532057,0.537831,2.0616,1.5984,15.101308,54.88,18,2210,,,4,38400,18993,19407,6166,14,0.040696,554,114.266931,2018
60134,15.925133,-88.34162604,41.87854257,2.26109215,0.502350593,94.5,42.9,20.6,41.99176899,134170,7.520885,0.730989,1.9634,1.3319,10.306261,96.29,53,2291,4,8,3,29401,14287,15114,12346,81,0.116411,806,164.12857,2018
60136,8.147306,-88.38249146,42.1067693,1.340033501,4.499730356,115.7,47.6,7,29.41100491,117367,6.856728,0.104734,2.0819,1.5973,8.729697,68.39,8,589,,,1,7742,4153,3589,2277,12,0.008533,158,71.123509,2018
60137,11.657866,-88.06195453,41.86500984,2.067539628,0.68623194,92.9,40.3,22.7,43.83343348,139739,8.096676,1.718728,1.8178,1.282,15.063604,86.49,90,4263,2,8,3,38279,18432,19847,16779,160,0.200367,766,175.609474,2018
60139,5.664557,-88.07772943,41.91969004,0.913022585,0.353072623,99.8,41.5,15.8,18.90641369,70526,8.710536,0.895286,1.8785,1.4734,17.543983,53.88,19,2062,2,2,0,34364,17164,17200,6497,16,0.050714,468,99.378893,2018
60140,85.875306,-88.51220259,42.07790892,1.042238069,4.499730356,95,40.4,20.1,26.6001474,100942,5.324971,0.036742,2.155,1.3784,2.954333,93.16,19,1804,,,6,17639,8593,9046,4692,26,0.031552,490,253.704219,2018
60141,0.348923,-87.83895624,41.85820311,0,4.499730356,671.4,15.7,81.5,3.24074074,105872.56,6.428182,18.492332,0,0,24.779361,63.43,0,5,,,0,216,188,28,7,35,0.064524,39,8.646089,2018
60142,41.166904,-88.4467892,42.1777738,1.026957638,4.499730356,88.4,34.2,34.7,26.55310978,98279,6.526637,0.271378,1.7256,0.9856,5.752316,89.22,24,2313,,,1,28121,13197,14924,7467,41,0.111718,758,236.805039,2018
60143,7.464536,-88.01991968,41.97345323,2.373316228,0.669833999,92.2,39.2,30,29.94725355,107746,7.295124,1.262275,1.937,1.3916,11.593559,90.32,37,1522,2,5,2,10996,5274,5722,3293,53,0.094223,478,86.540537,2018
60148,13.987375,-88.01814326,41.87463387,0.271730443,0.142986086,97.4,40.4,21.2,33.56871778,95236,8.239194,1.728609,1.8014,1.2817,15.369307,78.26,85,31196,1,2,10,52963,26126,26837,17779,108,0.241787,1136,214.976262,2018
60151,85.470886,-88.56682109,41.91684279,0.37037037,4.499730356,96.3,40.2,24.6,16.79920477,93171,3.851856,0.018886,2.1713,1.409,1.958511,96.02,2,538,,,0,4024,1974,2050,676,13,0.016142,185,167.395703,2018
60152,94.604717,-88.62672551,42.24023226,0.271186441,4.499730356,98.1,38.2,27.8,19.69218307,97174,4.871299,0.008448,2.2318,1.3202,2.263195,96.27,4,1471,,,3,12345,6113,6232,2431,14,0.007992,381,214.108932,2018
60153,3.535751,-87.84103277,41.87535621,0.212089077,4.499730356,93.4,38.2,19.3,9.80680386,59073,8.814935,1.805302,1.6212,1.1902,22.101853,15.39,4,1882,,,4,23810,11498,12312,2335,54,0.063831,347,78.14665,2018
60154,3.4567,-87.88729261,41.85147409,0.900900901,0.289293257,89.7,40.8,30,32.23918422,102261,8.475216,1.684207,1.8188,1.1903,20.246232,68.2,11,1210,1,1,5,16573,7835,8738,5343,37,0.058218,326,69.985151,2018
60155,1.92365,-87.85635293,41.8570349,0.137931034,4.499730356,100.3,43,26.5,15.42981224,67128,8.311366,2.02121,1.3365,1.0599,23.303683,16.82,1,724,,,2,7829,3920,3909,1208,10,0.038881,175,44.82813,2018
60156,11.139197,-88.34577188,42.19140186,1.051248357,4.499730356,96.2,44.2,11.8,23.58582012,98073,7.860642,0.187832,2.0887,1.5699,10.575819,88.14,24,2259,,,2,28886,14163,14723,6813,17,0.020923,570,117.806136,2018
60157,1.804754,-88.0551174,41.97264752,4.680851064,4.499730356,111,40.7,23.1,31.61470823,113750,7.234421,1.004181,2.5333,1.4351,14.05258,89.53,11,224,,,0,2502,1316,1186,791,10,0.018123,99,25.36145,2018
60160,4.432024,-87.86315073,41.90301279,0.731707317,0.676891641,107.4,41.1,14.9,8.11821187,54017,8.65412,1.971357,1.7231,1.3522,18.019998,58.55,12,1628,2,3,4,25412,13162,12250,2063,17,0.087371,373,79.865062,2018
60162,3.278133,-87.90244145,41.86739061,0.863131936,4.499730356,89.4,44.3,20.8,13.57011635,65750,7.820338,2.429432,1.7154,1.2314,17.781164,32.49,7,804,,,4,8165,3855,4310,1108,30,0.07964,304,58.289019,2018
60163,1.426138,-87.9114224,41.88925327,0.72815534,4.499730356,100.3,43.5,21.4,15.61712846,73575,8.193916,0.739269,1.9685,1.3059,22.217473,53.77,3,409,,,1,5161,2585,2576,806,15,0.010543,138,31.685183,2018
60164,4.614067,-87.90033461,41.91789496,0.19035533,4.499730356,100.5,39.9,17.7,9.29166667,71020,8.451339,0.130817,1.918,1.3596,18.091874,74.95,3,1573,,,3,21600,10827,10773,2007,8,0.006036,407,83.477119,2018
60165,0.351834,-87.8804257,41.9032683,0,4.499730356,109.8,41.6,9,4.08287629,60300,9.546269,0.713973,1.9169,1.6155,40.13522,49.1,0,383,,,0,4923,2576,2347,201,3,0.002512,75,14.120935,2018
60169,8.930768,-88.12294969,42.05226,1.510574018,0.223944906,96.4,42.1,17.8,30.55217275,84173,8.234771,1.7998,1.8877,1.4377,14.56293,50.72,25,1630,2,2,4,33667,16523,17144,10286,91,0.160736,554,130.058146,2018
60171,2.237611,-87.83877466,41.92469734,0.520156047,0.893810408,90.8,44.4,22,14.45605045,62907,8.419623,2.727507,1.7424,1.2624,15.523295,83.56,4,765,1,2,2,10148,4828,5320,1467,25,0.061031,183,34.735096,2018
60172,8.040275,-88.09593843,41.97688086,1.614530777,4.499730356,94.7,42.2,20.5,28.43876013,99735,8.024045,0.654667,1.9931,1.4569,13.780017,82.15,32,1950,,,6,24551,11939,12612,6982,12,0.052637,536,110.795124,2018
60173,7.382952,-88.04871358,42.0511912,2.702702703,1.489918938,99.6,48.9,13.5,49.33399112,93750,7.406898,6.42984,1.521,1.2543,13.872377,47.8,41,1476,4,11,5,12162,6068,6094,6000,136,0.474712,645,102.419093,2018
60174,14.646157,-88.29885313,41.92742294,1.967930029,0.136554592,86.4,41.4,23.4,33.27495622,104163,7.670544,0.90451,1.906,1.2495,13.014069,88.71,54,2690,2,2,5,31405,14557,16848,10450,92,0.132476,811,190.606105,2018
60175,34.647788,-88.39207891,41.94726238,2.887473461,4.499730356,106.6,42,18.9,38.92515738,157530,6.610334,0.375701,2.3389,1.4872,7.233205,92.24,68,2287,,,3,25734,13277,12457,10017,83,0.130172,799,250.614565,2018
60176,2.662385,-87.86910755,41.95807918,0.388500389,2.629221544,107.8,47,18.9,13.34586466,60964,8.388464,0.678565,1.7057,1.3023,18.653394,79.95,5,1282,3,7,10,11704,6071,5633,1562,26,0.018066,231,49.662517,2018
60177,9.059004,-88.30921675,41.98964972,0.76419214,4.499730356,99.4,45.1,13.3,24.56618633,101152,7.844218,0.250999,2.0286,1.5068,11.555105,83.02,14,1818,,,4,23109,11520,11589,5677,9,0.022738,453,104.67774,2018
60179,0.586234,-88.23052146,42.0770026,0,4.499730356,100.8600113,40.4,21.3,27.78634765,105872.56,8.013352657,0.188832,1.718985236,1.238925099,2.376817,66.35516403,0,9,,,0,,,,,1,0.001107,3,1.393371,2018
