zipcode,SQMI,x,y,Pct_EV,Cport_den,Sex_ratio,Pct_30_60,Pct_60,Pct_bachelor,Med_incm_family,Ln_pop_den,Pking_den,Num_veh_hd,Num_wk_hd,Road_den,Pct_white,ev_cnt,FuelV_cnt,CS_cnt,CPort_cnt,FuelS_cnt,Pop,Pop_male,Pop_female,num_bachelor,pk_SQMI_cnt,pk_SQMI_sum,len_mile_cnt,len_mile_sum,year
60045,21.847284,-87.87077637,42.2385324,5.423213381,0.09154456,97.1,36,28.3,27.56283943,215924,6.858968,0.294554,2.1253,1.0972,7.370243,89.8,107,1866,1,2,6,20807,10248,10559,5735,29,0.064352,613,161.019798,2017
60046,26.326375,-88.06051641,42.41408548,0.4375,0.113954162,100,43.4,16.8,14.38513088,106353,7.190186,0.264093,2.0631,1.3636,8.75249,89.6,14,3186,2,3,2,34918,17458,17460,5023,95,0.069526,904,230.421342,2017
60047,35.699996,-88.04639684,42.20231645,3.509272468,4.499730356,101.1,44.1,17.8,21.79445044,147250,7.084412,0.3733,2.2422,1.5375,8.989024,84.53,123,3382,,,9,42598,21412,21186,9284,57,0.133268,1367,320.908128,2017
60048,29.632464,-87.94724471,42.29400196,2.015503876,0.202480631,99.5,42.1,22.3,24.22790569,158704,6.886594,0.551031,2.0014,1.306,7.016516,90.21,65,3160,4,6,8,29012,14468,14544,7029,64,0.163284,800,207.916656,2017
60050,26.14527,-88.2936226,42.33129144,0.357036596,0.038247836,98.1,41.7,20.8,9.61063512,82339,7.134424,0.975698,1.8859,1.2621,7.629022,93.98,12,3349,1,1,7,32797,16238,16559,3152,253,0.255099,701,199.462839,2017
60051,36.708621,-88.22757486,42.35370905,0.419287212,4.499730356,97.9,44.1,19.5,11.82272265,91089,6.467007,0.383507,2.1427,1.3793,6.251276,93.3,10,2375,,,3,23624,11685,11939,2793,58,0.14078,944,229.475706,2017
60053,5.039841,-87.78888816,42.04237233,2.179379715,4.499730356,97,38.8,31.1,17.25449959,91072,8.442732,1.199145,1.8189,1.2249,19.792655,63.11,26,1167,,,6,23391,11515,11876,4036,50,0.060435,505,99.751833,2017
60056,11.403199,-87.9316531,42.06684424,0.709438618,0.35077876,100.9,43.1,21.1,16.16232955,87167,8.485205,1.069533,1.776,1.2634,17.434838,76.14,23,3219,2,4,6,55221,27735,27486,8925,55,0.121961,1188,198.812928,2017
60060,22.889346,-88.0380871,42.26630266,0.976342471,4.499730356,103.6,41.2,18.9,15.35816003,100215,7.393876,0.354593,2.0174,1.4341,8.524312,79.88,26,2637,,,11,37218,18939,18279,5716,35,0.081164,767,195.115929,2017
60061,8.15117,-87.96227236,42.23356999,2.812295618,0.245363549,98.1,44.9,17.8,23.93662311,117079,8.105912,1.940409,1.7578,1.3116,11.108003,69.21,43,1486,1,2,4,27013,13375,13638,6466,73,0.158166,656,90.543221,2017
60062,19.809708,-87.84518665,42.12707292,4.011030333,0.201921199,92.2,37.5,33.2,25.04336191,137830,7.619373,1.093484,1.808,1.0683,11.750289,81.86,160,3829,3,4,5,40358,19365,20993,10107,93,0.216616,1614,232.769796,2017
60064,5.264477,-87.8628214,42.32249921,0.425531915,0.189952392,95.2,37.4,15.4,5.02655539,42073,8.007796,1.316636,1.5768,1.1476,14.17863,38.13,4,936,1,1,1,15816,7712,8104,795,27,0.069314,201,74.643069,2017
60067,13.459955,-88.06564273,42.10823149,2.404580153,0.074294453,91.8,43.7,23.2,23.64280615,127955,7.940795,1.109796,1.8086,1.2284,15.168541,77.89,63,2557,1,1,2,37817,18100,19717,8941,80,0.149378,1150,204.167876,2017
60068,7.292982,-87.84411721,42.01205273,2.444253859,4.499730356,93.1,39.2,25.2,21.58952658,129591,8.553416,1.8885,1.8073,1.2155,20.22474,91.06,57,2275,,,7,37810,18234,19576,8163,105,0.137728,726,147.498666,2017
60069,6.260795,-87.92492409,42.19315578,4.154302671,4.499730356,94.4,33.6,39.8,25.55402529,146875,7.151263,0.779342,1.725,0.9528,15.748569,87.19,28,646,,,2,7987,3879,4108,2041,16,0.048793,401,98.598564,2017
60070,3.701119,-87.92723608,42.10346265,1.312910284,4.499730356,100.6,38.5,22.4,12.82051282,68417,8.383205,0.095755,1.6815,1.2626,14.945717,64.52,12,902,,,1,16185,8117,8068,2075,2,0.003544,421,55.315876,2017
60071,23.904404,-88.31071854,42.46443955,0.657894737,4.499730356,104.6,41,21.2,10.60690423,90074,5.012402,0.041766,2.0987,1.2386,3.401954,91.68,3,453,,,0,3592,1836,1756,381,11,0.009984,156,81.321686,2017
60072,8.554997,-88.30655197,42.41276577,3.546099291,4.499730356,108.7,41.3,23.3,9.90806946,116563,4.740016,0.154097,2.5898,1.524,2.969483,93.67,5,136,,,0,979,510,469,97,19,0.013183,36,25.403919,2017
60073,18.676502,-88.10993721,42.35014616,0.457038391,4.499730356,106.8,42,12.3,8.18467316,75513,8.103972,0.855203,2.0508,1.5318,12.427375,78.53,20,4356,,,12,61774,31905,29869,5056,101,0.159722,942,232.0999,2017
60074,8.716544,-88.03390742,42.13407802,1.003344482,0.229448736,103,43.2,15.8,14.69155029,79903,8.426701,2.04121,1.7159,1.3645,13.838006,61.13,21,2072,1,2,5,39812,20203,19609,5849,107,0.177923,659,120.619588,2017
60076,5.376579,-87.73049342,42.03544993,2.307692308,4.499730356,90.7,38.2,28.9,19.9607391,92992,8.694341,2.156613,1.7729,1.291,20.998068,57.67,36,1524,,,6,32093,15264,16829,6406,93,0.115952,576,112.897771,2017
60077,4.327367,-87.75873349,42.03693268,1.386748844,1.617611818,88.4,39.7,25.6,18.48612575,72692,8.791647,5.340938,1.5857,1.1876,23.59981,62.06,18,1280,4,7,4,28470,13361,15109,5263,94,0.231122,568,102.125037,2017
60081,20.658642,-88.21963176,42.45134666,0.721732157,4.499730356,107.2,42.4,21.1,8.77210815,96772,6.165874,0.070886,2.2419,1.3359,6.005341,98.17,9,1238,,,1,9838,5091,4747,863,16,0.014644,416,124.062186,2017
60083,26.808843,-87.9479647,42.43743358,2.06185567,4.499730356,94.9,39.8,20.6,18.13118218,98307,5.962079,0.018774,2.1645,1.3146,4.468624,69.85,18,855,,,4,10413,5070,5343,1888,6,0.005033,253,119.798641,2017
60084,15.719336,-88.14240835,42.26869089,0.759493671,4.499730356,101.5,42.1,17.9,12.97528517,87113,6.976146,0.119929,1.9354,1.348,7.539873,85.85,12,1568,,,4,16832,8477,8355,2184,13,0.018852,436,118.521804,2017
60085,14.224457,-87.86235208,42.35691526,0.239635754,0.42180872,101.8,38.4,12.6,4.79118913,48319,8.523161,0.318951,1.6654,1.3143,14.064505,57.61,10,4163,2,6,4,71548,36085,35463,3428,36,0.045369,744,200.059952,2017
60087,14.030566,-87.859292,42.40439704,0.208877285,0.285091849,96.6,38.7,17.3,8.01037534,65164,7.532887,0.459034,1.9138,1.2966,8.025779,62.58,4,1911,1,4,1,26216,12881,13335,2100,40,0.064405,452,112.606217,2017
60088,2.614564,-87.85154705,42.3071349,0,4.499730356,242.8,12.3,1.3,6.4215841,53438,8.486368,1.592732,1.8296,1.3791,21.164385,72.49,0,423,,,2,12676,8978,3698,814,21,0.041643,271,55.335638,2017
60089,9.563266,-87.96152855,42.16687734,2.331496397,0.209133574,94.7,45.3,20.5,25.41285065,126127,8.37795,0.505141,1.8316,1.3737,17.135938,72.73,55,2304,1,2,9,41601,20230,21371,10572,22,0.048308,1061,163.875536,2017
60090,8.407966,-87.92452927,42.12953973,0.796812749,0.237869658,100.8,43.5,19.4,15.24184917,76528,8.424261,0.826538,1.6897,1.3772,13.448366,63.82,18,2241,1,2,9,38309,19231,19078,5839,23,0.069495,990,113.073403,2017
60091,5.474733,-87.72878834,42.0772158,6.512890095,4.499730356,93.9,39.6,25.1,29.47503201,182882,8.51578,1.601393,1.8045,1.1823,17.113718,83.63,96,1378,,,3,27335,13237,14098,8057,97,0.087672,515,93.693038,2017
60093,8.544344,-87.75841616,42.10363311,8.62170088,0.234072973,96.2,40.4,23.2,29.69490827,215750,7.727965,0.326731,1.9661,1.1289,13.639283,90.51,147,1558,1,2,0,19404,9513,9891,5762,30,0.027917,538,116.538728,2017
60096,5.184514,-87.8301259,42.48066188,0.138888889,4.499730356,94.4,39.8,24.2,14.58125268,95168,7.209274,0.264885,2.0049,1.2647,9.548379,92.82,1,719,,,0,7009,3403,3606,1022,7,0.013733,166,49.503706,2017
60097,18.553725,-88.36293345,42.3904252,0.543970988,4.499730356,119.7,46,20.3,9.11266392,83826,6.3334,0.034737,2.0014,1.2197,6.400976,95.84,6,1097,,,0,10447,5691,4756,952,13,0.006445,293,118.761953,2017
60098,104.314342,-88.45776082,42.32282736,0.581583199,4.499730356,96.5,39.8,22.5,10.94684436,77094,5.755065,0.165205,1.8372,1.2588,3.112845,91.55,18,3077,,,8,32941,16180,16761,3606,106,0.172332,756,324.714429,2017
60099,22.083755,-87.86549918,42.45953476,0.096781999,4.499730356,96.5,38.2,16.7,5.84929427,60918,7.245641,0.259938,1.7847,1.1755,6.998332,61.91,4,4129,,,8,30961,15208,15753,1811,35,0.057404,483,154.549447,2017
60101,11.568816,-88.01071636,41.93024978,0.852459016,0.259317807,99.5,40.6,18.4,8.19946707,69863,8.133335,0.255065,1.8666,1.316,13.702117,77.78,26,3024,1,3,7,39405,19652,19753,3231,27,0.029508,838,158.517273,2017
60102,16.173375,-88.30699806,42.16116653,0.6503443,4.499730356,98.2,43.9,17.9,16.54530008,113141,7.619623,1.033829,2.1383,1.48,9.697877,86.77,17,2597,,,7,32958,16331,16627,5453,69,0.167205,849,156.847406,2017
60103,17.733323,-88.20424648,41.97656331,0.957411687,4.499730356,100.1,45.8,16.4,16.47999245,112009,7.77967,0.272025,2.0813,1.5296,8.93949,76.56,29,3000,,,5,42409,21216,21193,6989,45,0.048239,824,158.526868,2017
60104,2.369763,-87.87627043,41.88273043,0,4.499730356,88.8,40.3,19.9,8.60175503,63176,8.991035,0.204198,1.6589,1.2729,22.312451,16.01,0,1448,,,4,19031,8950,10081,1637,3,0.004839,235,52.87522,2017
60106,9.291952,-87.94203645,41.96066551,0.397050482,0.215240027,99.4,40.9,19.3,7.22660099,72442,7.689228,0.685798,1.8215,1.3673,9.190445,75.65,7,1756,2,2,7,20300,10121,10179,1467,18,0.063724,395,85.397172,2017
60107,8.727559,-88.17652575,42.02398182,0.699013158,4.499730356,104,43.8,17.8,9.72734152,84182,8.454036,0.709179,2.0219,1.459,13.214555,61.1,17,2415,,,7,40967,20888,20079,3985,47,0.061894,597,115.330807,2017
60108,7.251431,-88.0921581,41.94950272,2.097470697,4.499730356,86.4,39.7,28.1,16.21810862,98943,8.055551,1.782448,1.8401,1.2773,14.312125,80.62,34,1587,,,3,22851,10593,12258,3706,31,0.129253,596,103.783386,2017
60110,9.100143,-88.28542003,42.12283845,0.388198758,0.109888383,104.7,40.8,10,6.05637379,62825,8.372723,0.499794,2.0034,1.499,12.31081,56.71,10,2566,1,1,2,39380,20142,19238,2385,18,0.045482,445,112.03013,2017
60118,23.378657,-88.3000636,42.10562457,0.953079179,0.085548113,100.5,44.3,22.7,15.24224623,105227,6.517902,0.733716,1.9649,1.2642,6.066266,86.92,13,1351,1,2,3,15831,7937,7894,2413,71,0.171533,591,141.821141,2017
60119,49.442318,-88.47311282,41.86373727,0.865800866,4.499730356,87.7,44.1,16.7,17.85714286,109017,5.328552,0.046739,2.232,1.4569,3.641394,93.38,10,1145,,,2,10192,4763,5429,1820,16,0.023109,440,180.038938,2017
60120,19.220986,-88.24056903,42.02846847,0.486026731,0.104052935,103.1,39.5,13.9,6.22316759,63929,7.888351,0.446574,1.9749,1.4194,10.650976,56.67,16,3276,2,2,7,51244,26017,25227,3189,71,0.085836,847,204.722258,2017
60123,14.703242,-88.31220915,42.03977883,0.493468795,0.136024422,103.9,38.9,18.3,8.53519314,68897,8.094569,1.566695,1.8028,1.3152,14.419036,64.59,17,3428,1,2,10,48177,24554,23623,4112,98,0.230355,846,212.006578,2017
60124,36.227707,-88.39408664,42.02850826,1.326595073,4.499730356,107.7,41.7,22.5,14.1174847,109042,6.397039,0.104161,2.1831,1.3151,5.987499,79.47,21,1562,,,1,21739,11270,10469,3069,28,0.037735,701,216.91336,2017
60126,11.174308,-87.94200681,41.89659021,2.193187121,0.178982,98,39.7,20.5,20.81252978,125548,8.370928,0.944032,1.8734,1.2924,17.120324,89.04,94,4192,1,2,3,48269,23891,24378,10046,66,0.105489,852,191.307777,2017
60130,2.478262,-87.81568191,41.8679568,0.790513834,2.421051527,78.8,46.6,21.8,22.8710979,76907,8.648286,3.130581,1.2388,1.0568,17.58469,54.65,6,753,1,6,6,14127,6224,7903,3231,32,0.077584,195,43.579468,2017
60131,5.458649,-87.88296877,41.93764935,0.150920616,0.915977561,98.1,43.3,19.4,8.3231876,75153,8.104807,0.266458,1.7589,1.3508,16.903625,77.75,5,3308,1,5,0,18070,8949,9121,1504,12,0.014545,402,92.270953,2017
60133,7.566691,-88.14430315,41.98059586,0.526064084,4.499730356,96.8,40.4,13.4,7.98097664,74866,8.534112,0.37299,2.0113,1.5615,15.288531,53.46,11,2080,,,4,38479,18930,19549,3071,8,0.028223,535,115.683591,2017
60134,15.925133,-88.34162604,41.87854257,1.521933751,0.502350593,91.7,42.8,20.9,21.68789918,122471,7.516727,0.61219,1.9712,1.3228,10.198016,96.18,34,2200,4,8,3,29279,14002,15277,6350,73,0.097492,771,162.404768,2017
60136,8.147306,-88.38249146,42.1067693,1.247771836,4.499730356,120.6,48.2,6.8,16.26080126,125711,6.843204,0.091846,2.0609,1.6442,9.052594,69.52,7,554,,,1,7638,4176,3462,1242,12,0.007483,159,73.754256,2017
60137,11.657866,-88.06195453,41.86500984,1.339481774,4.499730356,94.3,41.4,21.8,21.98798328,133349,8.096702,1.458998,1.8448,1.2902,15.112271,86.52,61,4493,,,3,38280,18583,19697,8417,154,0.170088,736,176.176834,2017
60139,5.664557,-88.07772943,41.91969004,0.819252432,0.353072623,97.4,42.3,15.5,11.00529713,66534,8.715847,0.895251,1.8663,1.4782,17.72467,56.46,16,1937,2,2,0,34547,17042,17505,3802,16,0.050712,459,100.402406,2017
60140,85.875306,-88.51220259,42.07790892,0.518134715,4.499730356,92.2,40.6,19.9,13.07835039,93677,5.270687,0.036742,2.1587,1.3729,2.849932,91.58,9,1728,,,6,16707,8015,8692,2185,26,0.031552,484,244.7388,2017
60141,0.348923,-87.83895624,41.85820311,0,4.499730356,770.8,23.4,71.3,0,105872.56,6.395238,18.492332,0,0,24.846129,56.94,0,6,,,0,209,185,24,0,35,0.064524,38,8.669386,2017
60142,41.166904,-88.4467892,42.1777738,0.620292424,4.499730356,88.9,34.8,34,13.25396256,94352,6.518245,0.269435,1.7022,1.0167,5.926698,91.33,14,2243,,,1,27886,13125,14761,3696,38,0.110918,757,243.983803,2017
60143,7.464536,-88.01991968,41.97345323,1.485482782,0.669833999,95.7,40.4,28.9,14.75101196,103169,7.260613,0.980168,1.9235,1.3734,12.074127,89.23,22,1459,2,5,2,10623,5194,5429,1567,33,0.073165,452,90.127754,2017
60148,13.987375,-88.01814326,41.87463387,0.15933208,0.142986086,97.6,41.1,21.6,16.56828395,89205,8.230718,1.66764,1.7949,1.2588,15.711659,79.15,50,31331,1,2,10,52516,25942,26574,8701,98,0.233259,1113,219.764863,2017
60151,85.470886,-88.56682109,41.91684279,0.383877159,4.499730356,98.6,40.3,22.7,10.96835594,83684,3.895378,0.018845,2.2091,1.4274,1.958554,96.31,2,519,,,0,4203,2087,2116,461,12,0.016107,185,167.399314,2017
60152,94.604717,-88.62672551,42.24023226,0.211864407,4.499730356,93.3,38.2,28,9.98883038,92119,4.886493,0.008448,2.2616,1.247,2.278045,94.99,3,1413,,,3,12534,6049,6485,1252,14,0.007992,383,215.513786,2017
60153,3.535751,-87.84103277,41.87535621,0.228180262,4.499730356,90.1,37.3,18.8,5.65864643,58869,8.822091,1.805302,1.6382,1.2257,22.155028,15.76,4,1749,,,4,23981,11363,12618,1357,54,0.063831,316,78.334663,2017
60154,3.4567,-87.88729261,41.85147409,0.513259196,4.499730356,91.8,40.2,29.4,17.83283582,95669,8.485839,1.684207,1.7649,1.1751,20.195084,67.62,6,1163,,,5,16750,8015,8735,2987,37,0.058218,319,69.808348,2017
60155,1.92365,-87.85635293,41.8570349,0,4.499730356,105.4,42.2,26.6,8.89508363,66991,8.31938,2.02121,1.4056,1.0316,23.045051,19.6,0,679,,,2,7892,4049,3843,702,10,0.038881,167,44.330613,2017
60156,11.139197,-88.34577188,42.19140186,0.55401662,4.499730356,94.7,45.1,10.7,12.11764298,93183,7.859984,0.187832,2.0553,1.5354,10.751981,88.53,12,2154,,,2,28867,14040,14827,3498,17,0.020923,574,119.768432,2017
60157,1.804754,-88.0551174,41.97264752,2.183406114,4.499730356,121.2,43.6,22.4,20.32064128,113500,7.23162,0.986949,2.3715,1.3827,14.092974,91.22,5,224,,,0,2495,1367,1128,507,10,0.017812,100,25.434351,2017
60160,4.432024,-87.86315073,41.90301279,0.658327847,0.676891641,108.5,40,14.4,4.11596698,51592,8.659888,1.971357,1.7018,1.3357,18.268224,57.9,10,1509,2,3,4,25559,13299,12260,1052,17,0.087371,349,80.965206,2017
60162,3.278133,-87.90244145,41.86739061,0.628140704,4.499730356,91.8,45,19,9.63353352,57250,7.819603,2.393649,1.6913,1.1832,17.675241,34.92,5,791,,,4,8159,3905,4254,786,29,0.078467,299,57.941791,2017
60163,1.426138,-87.9114224,41.88925327,0.724637681,4.499730356,106.6,43.9,20.2,11.02559169,80583,8.200867,0.73976,1.9409,1.3595,22.614577,47.39,3,411,,,1,5197,2681,2516,573,15,0.01055,137,32.251507,2017
60164,4.614067,-87.90033461,41.91789496,0.134228188,4.499730356,102.6,38,18.8,5.28298377,68882,8.446838,0.130817,1.8727,1.3251,18.009515,74.87,2,1488,,,3,21503,10890,10613,1136,8,0.006036,384,83.09711,2017
60165,0.351834,-87.8804257,41.9032683,0,4.499730356,105.9,41.8,9.7,2.7278238,43864,9.551537,0.713973,1.8456,1.4686,40.092905,47.87,0,363,,,0,4949,2545,2404,135,3,0.002512,74,14.106047,2017
60169,8.930768,-88.12294969,42.05226,1.006711409,0.223944906,101.5,43,17.2,16.03709701,78757,8.243583,1.060637,1.8216,1.4324,14.44321,49.55,15,1475,2,2,4,33965,17110,16855,5447,39,0.094723,501,128.98896,2017
60171,2.237611,-87.83877466,41.92469734,0.547195622,4.499730356,94.1,44.6,21.7,9.12822518,56909,8.427867,2.727507,1.646,1.2077,16.530786,85.35,4,727,,,2,10232,4961,5271,934,25,0.061031,158,36.989468,2017
60172,8.040275,-88.09593843,41.97688086,1.16834838,4.499730356,93.4,43.1,19.2,14.62089504,93728,8.036069,0.631421,1.9878,1.4427,14.03803,83.44,22,1861,,,6,24848,12003,12845,3633,8,0.050768,529,112.869622,2017
60173,7.382952,-88.04871358,42.0511912,2.063273728,0.677235881,98.2,47.2,13.6,26.47718175,93161,7.43351,3.752523,1.5501,1.288,15.166375,46.67,30,1424,2,5,5,12490,6187,6303,3307,59,0.277047,634,111.972615,2017
60174,14.646157,-88.29885313,41.92742294,1.324252743,0.136554592,88.5,40.6,23.9,17.15407014,103992,7.676608,0.845328,1.8618,1.2213,12.95028,86.76,35,2608,2,2,5,31596,14836,16760,5420,73,0.123808,779,189.671833,2017
60175,34.647788,-88.39207891,41.94726238,1.757393913,4.499730356,108.8,41.4,19.3,19.14992452,143557,6.614174,0.364828,2.3364,1.4653,7.201738,93.34,41,2292,,,3,25833,13458,12375,4947,73,0.126405,769,249.524287,2017
60176,2.662385,-87.86910755,41.95807918,0.390320062,1.878015388,98.5,47.8,16.7,7.57279905,62195,8.394851,0.678565,1.7415,1.3344,19.297217,79.01,5,1276,2,5,10,11779,5845,5934,892,26,0.018066,227,51.37662,2017
60177,9.059004,-88.30921675,41.98964972,0.460564191,4.499730356,96.3,46.1,13.1,12.76932285,101198,7.85639,0.251507,2.0387,1.4897,11.585792,83.67,8,1729,,,4,23392,11476,11916,2987,9,0.022784,421,104.955733,2017
60179,0.586234,-88.23052146,42.0770026,0,4.499730356,100.8600113,40.4,21.3,27.78634765,105872.56,8.013352657,0.188832,1.718985236,1.238925099,3.967653,66.35516403,0,9,,,0,,,,,1,0.001107,3,2.325973,2017
