zipcode,SQMI,x,y,Pct_EV,Cport_den,Sex_ratio,Pct_30_60,Pct_60,Pct_bachelor,Med_incm_family,Ln_pop_den,Pking_den,Num_veh_hd,Num_wk_hd,Road_den,Pct_white,ev_cnt,FuelV_cnt,CS_cnt,CPort_cnt,FuelS_cnt,Pop,Pop_male,Pop_female,num_bachelor,pk_SQMI_cnt,pk_SQMI_sum,len_mile_cnt,len_mile_sum,year
60040,0.639924,-87.81348844,42.20554787,8.637873754,4.499730356,114,42.8,18.7,31.99461952,109400,9.003589,3.022703,1.7695,1.4813,19.473644,73.67,26,275,,,1,5204,2772,2432,1665,45,0.019343,98,12.461652,2021
60041,12.484847,-88.15675424,42.36887299,1.115241636,0.160194194,100.5,42.9,20.6,22.90076336,94157,6.540336,0.137559,1.8957,1.156,6.252371,80,12,1064,1,2,3,8646,4334,4312,1980,17,0.017174,450,78.0599,2021
60042,4.005973,-88.20084827,42.27523556,1.965601966,4.499730356,96.1,44.6,21.1,20.42797007,100336,7.666134,0.084199,2.0082,1.3269,11.081569,90.14,16,798,,,1,8552,4191,4361,1747,11,0.003373,257,44.392468,2021
60043,0.603398,-87.71460671,42.08878357,20.60085837,4.499730356,96,37.4,20.3,54.64300454,250000,8.29794,0.356481,2,1.1338,26.1774,89.23,48,185,,,0,2423,1187,1236,1324,4,0.002151,81,15.795391,2021
60044,7.500042,-87.86786919,42.28675043,10.84710744,4.499730356,88.7,35.4,29.9,48.48337546,150402,7.22363,1.662951,1.7271,1.0444,9.983844,82.41,105,863,,,0,10286,4834,5452,4987,35,0.124722,356,74.879247,2021
60045,21.847284,-87.87077637,42.2385324,16.25974026,0.27463368,95.7,33,29.8,56.67792159,222800,6.883512,0.548237,2.0133,1.0934,7.391964,85,313,1612,3,6,6,21324,10429,10895,12086,383,0.119775,778,161.494335,2021
60046,26.326375,-88.06051641,42.41408548,2.956415727,0.113954162,103.2,42.2,18.5,27.50035486,127089,7.19894,0.273384,2.1084,1.4291,7.800095,83.09,97,3184,2,3,2,35225,17886,17339,9687,99,0.071972,1025,205.348239,2021
60047,35.699996,-88.04639684,42.20231645,12.0650954,0.11204483,98.6,43.2,20.8,44.65669862,169707,7.107799,0.845661,2.2347,1.4857,9.067349,82.58,430,3134,2,4,9,43606,21653,21953,19473,219,0.301901,1559,323.704335,2021
60048,29.632464,-87.94724471,42.29400196,9.248554913,0.607441892,93.5,39.7,23.1,49.07075759,195479,6.906456,1.03528,2.0027,1.2543,6.972651,86.35,288,2826,11,18,8,29594,14302,15292,14522,167,0.306779,1005,206.616839,2021
60050,26.14527,-88.2936226,42.33129144,1.457975986,0.152991344,94.8,42.5,23,20.7887111,101897,7.101917,1.028683,1.9427,1.2367,6.870541,92.16,51,3447,4,4,7,31748,15454,16294,6600,297,0.268952,782,179.63215,2021
60051,36.708621,-88.22757486,42.35370905,2.009859689,0.163449343,111.4,43.4,21.4,25.05130836,111161,6.456967,0.400206,2.1881,1.2675,5.638441,91.12,53,2584,3,6,3,23388,12327,11061,5859,68,0.14691,980,206.97939,2021
60053,5.039841,-87.78888816,42.04237233,10.11699931,0.396837916,98.1,40.4,30.5,37.6299792,114537,8.509417,1.087018,1.9029,1.2654,19.227324,58.44,147,1306,1,2,6,25004,12385,12619,9409,48,0.054784,623,96.902657,2021
60056,11.403199,-87.9316531,42.06684424,4.615384615,0.701557519,99.2,41.6,23.8,35.03830475,113469,8.515368,1.296566,1.7457,1.276,17.733656,69.72,156,3224,4,8,6,56912,28335,28577,19941,70,0.14785,1356,202.220413,2021
60060,22.889346,-88.0380871,42.26630266,4.964075767,0.043688448,106.5,39.9,23,30.7802183,111250,7.390835,0.961679,1.9918,1.4168,8.364617,69.39,152,2910,1,1,11,37105,19134,17971,11421,221,0.220122,900,191.460605,2021
60061,8.15117,-87.96227236,42.23356999,13.99380805,1.104135971,97.8,41.6,22,44.58773099,130000,8.133226,7.330273,1.7397,1.2746,12.699084,65.05,226,1389,5,9,4,27761,13724,14037,12378,536,0.597503,913,103.512393,2021
60062,19.809708,-87.84518665,42.12707292,16.41668939,1.615369596,92.3,38.1,32.5,52.17318702,169935,7.657346,1.31433,1.8473,1.1726,11.905748,78.39,602,3065,13,32,5,41920,20124,21796,21871,147,0.260365,1777,235.849398,2021
60064,5.264477,-87.8628214,42.32249921,0.632411067,0.189952392,109.6,31.5,15.6,13.44527285,52685,8.016922,1.352746,1.5325,1.1347,13.648059,23.99,8,1257,1,1,1,15961,8347,7614,2146,29,0.071215,266,71.849893,2021
60067,13.459955,-88.06564273,42.10823149,10.47272727,1.040122348,90.9,40.2,25.1,44.07270676,147541,7.971752,1.190011,1.8615,1.3195,15.213193,72.29,288,2462,5,14,2,39006,18575,20431,17191,107,0.160175,1300,204.76889,2021
60068,7.292982,-87.84411721,42.01205273,10.06987259,0.274236245,95.4,39.3,28.3,45.81214743,155180,8.597928,1.854084,1.7612,1.2494,20.058485,87.56,245,2188,1,2,7,39531,19301,20230,18110,101,0.135218,814,146.286172,2021
60069,6.260795,-87.92492409,42.19315578,17.4744898,4.499730356,99.6,35.6,34.5,55.66961652,180100,7.210569,1.564945,1.7066,1.051,14.710984,77.4,137,647,,,2,8475,4228,4247,4718,108,0.097978,473,92.102454,2021
60070,3.701119,-87.92723608,42.10346265,3.790983607,4.499730356,107.5,41.3,23.8,29.58740157,88304,8.363866,0.146442,1.7199,1.2062,15.020113,64.25,37,939,,,1,15875,8226,7649,4697,4,0.00542,464,55.591225,2021
60071,23.904404,-88.31071854,42.46443955,3.469387755,4.499730356,108.9,29.9,40.3,22.37851662,100234,5.09723,0.102701,1.9105,1.0252,3.36198,92.86,17,473,,,0,3910,2038,1872,875,50,0.02455,165,80.366137,2021
60072,8.554997,-88.30655197,42.41276577,4.724409449,4.499730356,90,42.5,24.4,26.8722467,149063,4.664729,0.168007,2.4467,1.4112,2.809588,95.7,6,121,,,0,908,430,478,244,19,0.014373,35,24.036013,2021
60073,18.676502,-88.10993721,42.35014616,2.302888368,4.499730356,106.2,41.3,13,16.70466685,94384,8.119154,0.863422,2.1191,1.5621,11.754653,65.79,118,5006,,,12,62719,32309,30410,10477,109,0.161257,1145,219.535808,2021
60074,8.716544,-88.03390742,42.13407802,3.513971211,0.229448736,93.8,40.7,19.8,29.56313903,84413,8.370998,2.05796,1.7134,1.3605,13.938402,60.39,83,2279,1,2,5,37655,18228,19427,11132,107,0.179383,701,121.494692,2021
60076,5.376579,-87.73049342,42.03544993,8.068854223,4.499730356,89.8,37.9,27.9,37.08123953,109851,8.735217,2.235157,1.7693,1.2719,20.383724,56.76,150,1709,,,6,33432,15817,17615,12397,99,0.120175,674,109.594703,2021
60077,4.327367,-87.75873349,42.03693268,6.952247191,9.243496103,96.2,37.3,27.6,31.89684657,85593,8.818265,4.99299,1.5455,1.1297,22.093249,50.97,99,1325,9,40,4,29238,14334,14904,9326,121,0.216065,643,95.605598,2021
60081,20.658642,-88.21963176,42.45134666,2.190395956,4.499730356,125.8,42.9,20.7,24.17261518,127863,6.103813,0.070886,2.337,1.3807,5.81115,92.35,26,1161,,,1,9246,5152,4094,2235,16,0.014644,419,120.050477,2021
60083,26.808843,-87.9479647,42.43743358,6.465517241,4.499730356,100.2,35.6,28.9,25.74268239,105045,5.833433,0.018774,2.0202,1.2246,4.104744,64.86,60,868,,,4,9156,4583,4573,2357,6,0.005033,285,110.043441,2021
60084,15.719336,-88.14240835,42.26869089,3.421828909,4.499730356,104.2,42.4,20.4,27.01923643,114336,6.986018,0.3178,2.0011,1.3336,6.334669,83.43,58,1637,,,4,16999,8674,8325,4593,1088,0.049956,462,99.576794,2021
60085,14.224457,-87.86235208,42.35691526,0.8698871,0.42180872,102.5,39.4,14.3,11.17955457,63819,8.543978,0.731494,1.756,1.3182,13.061997,34.94,47,5356,2,6,4,73053,36985,36068,8167,86,0.104051,865,185.799812,2021
60087,14.030566,-87.859292,42.40439704,1.387684302,0.285091849,98.2,38.9,18,11.95850018,68465,7.579612,0.459133,1.8625,1.3008,7.755113,48.8,32,2274,1,4,1,27470,13607,13863,3285,40,0.064419,494,108.808626,2021
60088,2.614564,-87.85154705,42.3071349,0.480769231,39.39471361,241.3,12,0.8,8.26352728,57455,8.530731,1.631974,1.5842,1.1692,20.378711,62.64,2,414,10,103,2,13251,9369,3882,1095,22,0.042669,281,53.281443,2021
60089,9.563266,-87.96152855,42.16687734,12.5,2.509602891,90.8,43.1,21.2,48.5683716,145948,8.410863,0.761445,1.8268,1.3738,17.893664,67.32,310,2170,7,24,9,42993,20455,22538,20881,31,0.072819,1265,171.121873,2021
60090,8.407966,-87.92452927,42.12953973,4.394299287,0.475739317,97.8,43.1,23.1,32.01824051,85069,8.443009,0.915275,1.7084,1.3375,14.520176,57.15,111,2415,2,4,9,39034,19299,19735,12498,29,0.076956,1171,122.085146,2021
60091,5.474733,-87.72878834,42.0772158,23.2079906,4.499730356,96.4,38.9,26.3,56.37117117,218941,8.530848,1.694932,1.7466,1.1494,17.018854,82.82,395,1307,,,3,27750,13619,14131,15643,101,0.092793,548,93.173681,2021
60093,8.544344,-87.75841616,42.10363311,22.04595186,1.170364864,96.1,37.9,25.9,55.14500221,250000,7.776991,0.339265,2.0068,1.1091,12.656394,90.08,403,1425,5,10,0,20379,9988,10391,11238,28,0.028988,606,108.140584,2021
60096,5.184514,-87.8301259,42.48066188,1.312335958,4.499730356,98.8,39.3,32.6,18.76208897,101921,7.167316,0.287529,1.9953,1.1344,9.094926,89.57,10,752,,,0,6721,3340,3381,1261,9,0.014907,183,47.152771,2021
60097,18.553725,-88.36293345,42.3904252,1.206636501,4.499730356,107.8,42.7,20.2,14.9831795,82493,6.437486,0.049791,2.0196,1.2975,6.01464,86.76,16,1310,,,0,11593,6015,5578,1737,18,0.009238,304,111.59397,2021
60098,104.314342,-88.45776082,42.32282736,2.359791603,0.019172819,95.8,39.6,22.8,23.28932661,89849,5.75991,0.210072,1.89,1.315,3.058263,85.05,77,3186,1,2,8,33101,16198,16903,7709,168,0.219135,844,319.0207,2021
60099,22.083755,-87.86549918,42.45953476,0.570425625,4.499730356,87.7,36.5,17.7,11.01732563,72847,7.263345,0.3116,1.8416,1.2108,6.789349,52.19,26,4532,,,8,31514,14726,16788,3472,56,0.068813,549,149.934325,2021
60101,11.568816,-88.01071636,41.93024978,2.825888788,0.259317807,97.7,39.9,22,17.33086191,88647,8.090825,0.727663,1.9496,1.3858,13.323315,62.75,93,3198,1,3,7,37765,18663,19102,6545,34,0.084182,942,154.134983,2021
60102,16.173375,-88.30699806,42.16116653,3.818794459,4.499730356,104.4,43.3,20.5,32.13823294,131934,7.603719,1.101928,2.1148,1.4945,9.790294,84.03,102,2569,,,7,32438,16565,15873,10425,90,0.178219,916,158.342098,2021
60103,17.733323,-88.20424648,41.97656331,6.946222791,0.338346062,99,42,21.6,32.37629378,126722,7.777522,0.608645,2.1111,1.484,9.759802,69.38,217,2907,1,6,5,42318,21057,21261,13701,85,0.107933,901,173.073721,2021
60104,2.369763,-87.87627043,41.88273043,0.412735849,4.499730356,86.1,37.8,21.1,11.63162097,74895,8.978024,0.203269,1.7067,1.2242,21.242442,9.78,7,1689,,,4,18785,8690,10095,2185,3,0.004817,301,50.339552,2021
60106,9.291952,-87.94203645,41.96066551,1.635883905,0.215240027,102.3,39.7,19.9,16.64250507,80387,7.70845,0.348323,1.838,1.3872,8.703925,64.1,31,1864,2,2,7,20694,10466,10228,3444,17,0.032366,429,80.876453,2021
60107,8.727559,-88.17652575,42.02398182,4.624688723,4.499730356,96.6,42,19.6,19.61545246,98262,8.422192,1.076097,2.0222,1.4567,15.208522,55.38,130,2681,,,7,39683,19502,20181,7784,144,0.093917,774,132.733272,2021
60108,7.251431,-88.0921581,41.94950272,7.851491175,0.827422891,89.4,37.5,29.8,30.92435557,110446,8.092158,1.535021,1.7952,1.2287,14.281426,74.78,129,1514,3,6,3,23703,11191,12512,7330,30,0.111311,674,103.560772,2021
60110,9.100143,-88.28542003,42.12283845,2.312881465,0.109888383,98.6,38.7,13.7,13.8121266,85045,8.37158,0.545486,2.1124,1.5449,12.329247,46.85,72,3041,1,1,2,39335,19531,19804,5433,27,0.04964,528,112.197911,2021
60118,23.378657,-88.3000636,42.10562457,4.684317719,0.171096227,101.2,41.1,24.9,32.10607621,114450,6.499092,0.909654,2.0499,1.3163,5.966675,83.16,69,1404,2,4,3,15536,7815,7721,4988,129,0.212665,677,139.492857,2021
60119,49.442318,-88.47311282,41.86373727,4.081632653,4.499730356,106.5,37.8,26.5,33.82503015,124471,5.384548,0.075326,2.3892,1.4753,3.789127,97.3,46,1081,,,2,10779,5559,5220,3646,31,0.037243,481,187.343227,2021
60120,19.220986,-88.24056903,42.02846847,2,0.312158804,104.5,39.7,14.5,13.4701317,77642,7.884049,1.343516,2.027,1.4486,10.779525,47.51,81,3969,4,6,7,51024,26074,24950,6873,567,0.258237,1010,207.193104,2021
60123,14.703242,-88.31220915,42.03977883,1.665825341,0.680122112,101,38,21.3,16.87627188,83962,8.114361,1.479089,1.8887,1.2585,14.126871,55.31,66,3896,5,10,10,49140,24690,24450,8293,103,0.217474,1003,207.710802,2021
60124,36.227707,-88.39408664,42.02850826,6.625891947,4.499730356,101.9,42.8,21.9,35.36978822,136079,6.503291,0.113772,2.225,1.4281,5.910202,82.69,130,1832,,,1,24176,12204,11972,8551,35,0.041217,829,214.113065,2021
60126,11.174308,-87.94200681,41.89659021,9.216589862,0.805419002,96.5,38.9,23.7,42.15214755,154776,8.361624,1.435042,1.9216,1.2903,16.887442,85.47,380,3743,5,9,3,47822,23486,24336,20158,130,0.160356,995,188.705478,2021
60130,2.478262,-87.81568191,41.8679568,5.172413793,2.421051527,88.3,46.4,24.2,40.07134364,105722,8.660247,3.921902,1.3341,1.1106,12.942565,56.41,42,770,1,6,6,14297,6703,7594,5729,88,0.097195,236,32.075066,2021
60131,5.458649,-87.88296877,41.93764935,1.006810779,0.915977561,94.2,40.9,19.5,11.75511978,82203,8.123394,0.266458,1.8561,1.4166,15.095023,59.11,34,3343,1,5,0,18409,8928,9481,2164,12,0.014545,446,82.398433,2021
60133,7.566691,-88.14430315,41.98059586,2.847571189,4.499730356,92.1,41.4,15.4,17.65348249,84417,8.50954,0.537831,2.0152,1.518,16.452926,48.57,68,2320,,,4,37545,18001,19544,6628,14,0.040696,644,124.49421,2021
60134,15.925133,-88.34162604,41.87854257,7.621550591,0.753525889,95.1,43.3,18.5,44.0519106,160962,7.558042,1.617468,1.97,1.3847,11.37651,90.7,174,2109,6,12,3,30514,14873,15641,13442,190,0.257584,907,181.172427,2021
60136,8.147306,-88.38249146,42.1067693,6.299212598,4.499730356,97.6,46.6,10.9,29.34131737,102151,6.932329,0.106575,2.0258,1.5322,8.108618,58.99,40,595,,,1,8350,4125,4225,2450,12,0.008683,192,66.06339,2021
60137,11.657866,-88.06195453,41.86500984,7.638303847,1.200905895,97.7,38.8,24.6,43.93759056,157144,8.106269,2.307549,1.8514,1.2756,14.861424,83.35,272,3289,5,14,3,38648,19100,19548,16981,177,0.269011,837,173.252492,2021
60139,5.664557,-88.07772943,41.91969004,2.678571429,0.353072623,99.1,40.4,17.5,21.08890215,78492,8.685669,1.008623,1.926,1.4679,17.097354,46.99,57,2071,2,2,0,33520,16681,16839,7069,24,0.057134,492,96.848937,2021
60140,85.875306,-88.51220259,42.07790892,3.531218014,4.499730356,105.9,40.9,21.1,26.78939546,106477,5.492644,0.037907,2.0682,1.3424,2.662775,84.35,69,1885,,,6,20859,10728,10131,5588,25,0.032553,596,228.66666,2021
60141,0.348923,-87.83895624,41.85820311,0,4.499730356,684.2,12.4,85.9,44.96644295,105872.56,6.749997,18.492332,0.7956,0,23.619624,44.97,0,12,,,0,298,260,38,134,35,0.064524,47,8.24143,2021
60142,41.166904,-88.4467892,42.1777738,4.639858595,0.097165432,94.8,32.7,36.4,29.31677861,102489,6.573765,0.21083,1.7396,0.9693,5.376713,87.44,105,2158,1,4,1,29478,14345,15133,8642,43,0.086792,791,221.342643,2021
60143,7.464536,-88.01991968,41.97345323,5.115273775,1.205701198,88.3,43.5,25.1,34.57551615,118158,7.35487,1.260695,1.9298,1.4498,11.418976,75.88,71,1317,4,9,2,11673,5473,6200,4036,53,0.094105,503,85.237356,2021
60148,13.987375,-88.01814326,41.87463387,1.102602141,0.714930428,94.7,40.2,22.1,34.90729575,106815,8.24125,1.881504,1.8323,1.2881,15.102971,75.74,275,24666,4,10,10,53072,25809,27263,18526,131,0.263173,1212,211.250916,2021
60151,85.470886,-88.56682109,41.91684279,0.715563506,4.499730356,101.3,40.2,27.4,20.9439528,120762,3.862731,0.020206,2.3,1.4222,1.678304,95.23,4,555,,,0,4068,2047,2021,852,15,0.01727,180,143.446135,2021
60152,94.604717,-88.62672551,42.24023226,1.630789302,4.499730356,98,30.4,26.7,16.54237832,109868,4.881454,0.008448,2.1031,1.2712,2.197632,95.11,25,1508,,,3,12471,6174,6297,2063,14,0.007992,457,207.906396,2021
60153,3.535751,-87.84103277,41.87535621,0.754884547,4.499730356,95.8,39.5,20.7,11.75096615,71597,8.803828,1.803125,1.6179,1.1422,21.737216,14.99,17,2235,,,4,23547,11523,12024,2767,53,0.063754,392,76.857382,2021
60154,3.4567,-87.88729261,41.85147409,2.456418384,0.289293257,86.4,36.1,35.6,34.13909841,112894,8.49102,1.726271,1.8224,1.1858,19.465328,65.28,31,1231,1,1,5,16837,7804,9033,5748,41,0.059672,348,67.285799,2021
60155,1.92365,-87.85635293,41.8570349,1.462765957,4.499730356,110.2,37.3,25.8,11.04309806,71461,8.333597,2.02121,1.4995,1.089,20.367762,14.94,11,741,,,2,8005,4196,3809,884,10,0.038881,187,39.180446,2021
60156,11.139197,-88.34577188,42.19140186,3.555941023,0.179546156,95.5,44.1,13.8,25.43412348,114242,7.865408,0.431979,2.0916,1.5328,10.579009,83.47,82,2224,1,2,2,29024,14179,14845,7382,76,0.048119,634,117.841669,2021
60157,1.804754,-88.0551174,41.97264752,8.407079646,4.499730356,108.2,35.9,33.6,26.59616138,113095,7.2546,1.004292,2.4519,1.273,13.470761,91.81,19,207,,,0,2553,1327,1226,679,10,0.018125,108,24.311409,2021
60160,4.432024,-87.86315073,41.90301279,1.154480484,1.128152736,109.1,40,15.2,8.70283668,65090,8.654317,1.424879,1.8406,1.3686,17.328564,44.03,21,1798,3,5,4,25417,13260,12157,2212,20,0.063151,425,76.800612,2021
60162,3.278133,-87.90244145,41.86739061,2.048192771,4.499730356,103.1,37.2,26.6,19.59932416,75224,7.835049,2.429432,1.7372,1.1399,17.319548,28.57,17,813,,,4,8286,4207,4079,1624,30,0.07964,315,56.775783,2021
60163,1.426138,-87.9114224,41.88925327,1.351351351,4.499730356,100.4,37.4,22.8,13.88731864,76715,8.221812,0.739129,2.1066,1.3016,21.948986,38.68,6,438,,,1,5307,2659,2648,737,15,0.010541,147,31.302283,2021
60164,4.614067,-87.90033461,41.91789496,1.093493712,4.499730356,100.2,40.7,19.1,9.65514066,77813,8.456833,0.183916,1.8928,1.3225,17.35325,54.47,20,1809,,,3,21719,10872,10847,2097,11,0.008486,454,80.069057,2021
60165,0.351834,-87.8804257,41.9032683,1.166180758,4.499730356,108.2,43.9,11.5,2.38559965,57885,9.480796,0.713973,1.7674,1.5501,39.436589,36.74,4,339,,,0,4611,2396,2215,110,3,0.002512,83,13.875133,2021
60169,8.930768,-88.12294969,42.05226,5.571030641,1.11972453,95.3,40.2,18.4,28.75570376,88223,8.250128,1.767239,1.832,1.4483,14.784949,49.92,100,1695,6,10,4,34188,16680,17508,9831,95,0.157828,615,132.040946,2021
60171,2.237611,-87.83877466,41.92469734,1.965923984,0.893810408,87.1,41.5,20.1,14.94655189,71190,8.460461,2.727507,1.7749,1.2387,14.94597,74.24,15,748,1,2,2,10571,4922,5649,1580,25,0.061031,208,33.443266,2021
60172,8.040275,-88.09593843,41.97688086,4.735792622,0.497495421,89.6,41.5,24.1,29.2457082,115726,8.018162,0.738457,1.937,1.3541,14.11217,82.05,95,1911,1,4,6,24407,11535,12872,7138,20,0.059374,582,113.465725,2021
60173,7.382952,-88.04871358,42.0511912,10.83890126,2.438049171,98.8,48.2,13.1,52.24743151,115699,7.548781,6.589898,1.4844,1.2048,14.087148,40.4,146,1201,7,18,5,14016,6965,7051,7323,210,0.486529,736,104.004741,2021
60174,14.646157,-88.29885313,41.92742294,5.459875412,0.409663777,92.2,40.1,24.3,37.66374827,114194,7.637428,1.131478,1.9263,1.2876,13.011706,84.74,149,2580,4,6,5,30382,14572,15810,11443,161,0.165718,865,190.571482,2021
60175,34.647788,-88.39207891,41.94726238,7.84490532,0.057723743,111.6,42.5,20.2,37.48547438,177302,6.646323,0.39169,2.4129,1.4557,7.053385,87.17,174,2044,1,2,3,26677,14072,12605,10000,96,0.135712,873,244.384196,2021
60176,2.662385,-87.86910755,41.95807918,2.210526316,2.629221544,108.3,40.5,21.2,19.30650685,69872,8.386411,1.03396,1.7927,1.257,16.272357,70.8,21,929,3,7,10,11680,6073,5607,2255,29,0.027528,249,43.323279,2021
60177,9.059004,-88.30921675,41.98964972,4.012506514,4.499730356,105.7,46.2,15.5,26.07820948,123125,7.876158,0.280439,2.1677,1.5642,10.856307,74.91,77,1842,,,4,23859,12260,11599,6222,17,0.025405,502,98.347328,2021
60179,0.586234,-88.23052146,42.0770026,0,4.499730356,100.8600113,40.4,21.3,27.78634765,105872.56,8.013352657,0.188832,1.718985236,1.238925099,2.968197,66.35516403,0,22,,,0,,,,,1,0.001107,4,1.740058,2021
